index,2022,2050,Type,state,Retire,Remaining,Mismatch_1Y,Mismatch_5Y,Mismatch_10Y,MismatchMult_1y,MismatchMult_5y,MismatchMult_10y
FIRE,327.5712459572298,298.92764384527766,3,AL,235.82075431568967,91.75049164154012,207.17715220373753,222.78002878167484,235.5219517274973,0.6324644020519071,0.6800964111812265,0.7189945840308855
Misc. Services,48.87539834786458,38.40321866912669,3,AL,30.56123659756201,18.31416175030257,20.089056918824117,22.554212050169664,24.62186406659222,0.411025947570652,0.4614634931390811,0.5037680489343362
Professional Services,847.6542650675469,827.1371821394687,3,AL,559.8164446621275,287.8378204054194,539.2993617340493,544.1598747766402,545.7149314995966,0.6362256216466677,0.6419596965435876,0.6437942378029682
Government,2.03459501605497,1.6988471034623993,3,AL,1.5274564202852632,0.507138595769707,1.1917085076926923,1.5589407584213493,1.8553571113727696,0.5857227105585788,0.7662167390167391,0.9119048738113306
Agriculture,0.043034595442929355,0.07624918500403437,4,AL,0.030956356739392222,0.012078238703537133,0.06417094630049723,0.057463736930465095,0.05082122849746494,1.49114789252749,1.335291672642097,1.1809389161067376
Mining,262.2455794446433,109.65521450606693,4,AL,186.5727256745472,75.67285377009608,33.98236073597084,58.38247964422564,78.15501422695095,0.12958220614408522,0.22262521933777513,0.29802223699045605
Construction,0.0,0.0,4,AL,0.0,0.0,0.0,5.230427276896851,9.433040639588848,0.0,inf,inf
Manufacturing,9.720817585075563,8.927076404170446,4,AL,6.701186779218205,3.019630805857358,5.907445598313088,5.8758499422245505,5.771114005924734,0.6077107760341917,0.6044604675275239,0.5936860717132646
Fabricated Metals,0.00015409366422961202,0.001234195646941846,4,AL,0.00010843628223565289,4.565738199395913e-05,0.0011885382649478868,0.0009579729344211132,0.0007362558321414406,7.713089768420775,6.216822341207073,4.777976017523731
Machinery,31.99849544438631,30.871015385265537,4,AL,23.027977063395962,8.970518380990349,21.900497004275188,22.46006052736719,22.941661384481254,0.6844227111346051,0.7019098934324268,0.7169606278630843
Electrical Equipment,15.490115038395338,70.04906174578417,4,AL,11.278172094897917,4.211942943497421,65.83711880228675,53.31244720216041,41.372094042315624,4.250266614489068,3.4417076354833314,2.6708706771877835
TCPU,763.6768367286935,570.7126078153232,4,AL,507.5187441972802,256.1580925314133,314.5545152839099,324.29868819459585,324.30049105516144,0.4118947965363779,0.4246543467047794,0.4246567074684937
Wholesale Trade,185.50342778995676,164.84880739456472,4,AL,130.56732138562882,54.936106404327944,109.91270099023677,112.15661876154442,113.51910032072763,0.5925103503461379,0.604606718580629,0.6119514969247032
Retail Trade,10.078687849695639,11.721893697924957,4,AL,5.423246454863433,4.655441394832206,7.066452303092751,6.597614512839451,6.079906310728768,0.7011282032418682,0.6546104623171447,0.6032438350506483
FIRE,410.7352729250649,374.8196122063407,4,AL,295.69109951090223,115.04417341416269,259.775438792178,279.3395850618782,295.3164367035693,0.632464402051907,0.6800964111812264,0.7189945840308856
Misc. Services,53.77727596776559,42.254806267176036,4,AL,33.62632551300886,20.15095045475673,22.103855812419305,24.81624961958947,27.091273391284638,0.41102594757065203,0.46146349313908114,0.5037680489343362
Professional Services,1586.0596706308695,1547.669823340216,4,AL,1047.4816472064872,538.5780234243823,1009.0917999158337,1018.1863848582154,1021.0960767638273,0.6362256216466675,0.6419596965435875,0.6437942378029682
Government,2.0328188260593167,1.6973640195044113,4,AL,1.5261229594288772,0.5066958666304395,1.1906681528739718,1.5575798119150064,1.8537373950589195,0.5857227105585792,0.7662167390167396,0.9119048738113311
Agriculture,0.0024392078388704905,0.004321816154074824,5,AL,0.0017546113131639322,0.0006845965257065584,0.003637219628368266,0.0032570539150870914,0.0028805554613947756,1.4911478925274904,1.3352916726420967,1.1809389161067378
Mining,95.71761611532685,40.02330849337002,5,AL,68.09760748503352,27.620008630293327,12.40329986307669,21.309155282163587,28.52597807408344,0.12958220614408514,0.22262521933777502,0.2980222369904561
Construction,0.0,0.0,5,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manufacturing,0.4347795862019182,0.3992782038166354,5,AL,0.29972162211987524,0.13505796408204296,0.26422023973459247,0.2628070719470349,0.2581225845933355,0.6077107760341918,0.604460467527524,0.5936860717132645
Fabricated Metals,6.892093075889897e-06,5.5201434238765573e-05,5,AL,4.849991423774371e-06,2.042101652115526e-06,5.3159332586650044e-05,4.284691821187089e-05,3.293025542714329e-05,7.713089768420777,6.216822341207074,4.777976017523731
Machinery,1.4311854416190142,1.380757037910661,5,AL,1.0299642237976154,0.40122121782139875,0.9795358200892623,1.0045632208088429,1.0261036128116736,0.6844227111346047,0.7019098934324267,0.716960627863084
Electrical Equipment,0.6928209224863554,3.133059726007389,5,AL,0.5044348331422395,0.18838608934411594,2.944673636663273,2.384487058943894,1.8504350864109962,4.250266614489066,3.44170763548333,2.6708706771877826
TCPU,3.3902785593149285,2.5336302278006504,5,AL,2.253086428904945,1.1371921304099835,1.396438097390667,1.4396965267531021,1.4397045303997067,0.4118947965363779,0.42465434670477953,0.42465670746849393
Wholesale Trade,0.08494357501084147,0.07548565114507327,5,AL,0.059787871255095326,0.025155703755746148,0.050329947389327126,0.05135745615181238,0.05198134788202026,0.5925103503461379,0.604606718580629,0.6119514969247033
Retail Trade,1.8809467701768587,2.187611961028662,5,AL,1.012119638515893,0.8688271316609657,1.3187848293676963,1.2312874348194138,1.1346695431676181,0.7011282032418682,0.6546104623171448,0.603243835050648
FIRE,20.37488073299887,18.593253120694033,5,AL,14.668014371979888,5.706866361018983,12.88638675967505,13.856883264758048,14.649428897301428,0.6324644020519069,0.6800964111812264,0.7189945840308856
Misc. Services,17.13845757561884,13.466323675637058,5,AL,10.716484664899934,6.421972910718907,7.044350764918152,7.908772499861016,8.633807334613394,0.4110259475706519,0.461463493139081,0.503768048934336
Professional Services,315.35800587026273,307.7249098957406,5,AL,208.27193930058348,107.08606656967925,200.63884332606136,202.44712975106478,203.0256670243097,0.6362256216466676,0.6419596965435876,0.6437942378029681
Government,0.3990302697130596,0.3331824822859668,5,AL,0.29956887859834697,0.09946139111471264,0.23372109117125417,0.3057436720285106,0.36387764774958903,0.5857227105585792,0.7662167390167396,0.9119048738113311
Agriculture,0.9137924705513848,1.3119051334816294,1,AR,0.6573243088034405,0.2564681617479443,1.0554369717336851,0.9934849113733404,0.9121790191221264,1.15500729733178,1.0872106560189416,0.9982343349488481
Mining,0.7140847621774937,0.7244803072511848,1,AR,0.5080304526934408,0.2060543094840529,0.5184259977671319,0.5173310992101137,0.5160168091603428,0.7260006447781775,0.724467355433535,0.7226268315638431
Construction,0.0,32.701005351363925,1,AR,0.0,0.0,32.701005351363925,23.813882486196484,40.732206691911934,inf,inf,inf
Manufacturing,2.87213623513546,3.696308869310181,1,AR,1.9799488261720821,0.8921874089633777,2.804121460346803,2.7460466976498963,2.5060659527809204,0.9763190986706629,0.9560990401697931,0.8725442484669345
Fabricated Metals,5.165468578563206e-05,0.00041869880237335483,1,AR,3.6349593701000336e-05,1.5305092084631726e-05,0.0004033937102887231,0.0003646759232228565,0.00031817602206855617,7.809431112654809,7.059880777056096,6.159673943018311
Machinery,8.563065578458954,9.442099789686102,1,AR,6.162479672702939,2.4005859057560146,7.0415138839300875,6.671693599445599,7.415006784927333,0.8223122688261963,0.7791244313518695,0.8659289966878625
Electrical Equipment,4.095097343422354,18.792785675159593,1,AR,2.9815926137409132,1.1135047296814404,17.67928094547815,15.483051523911545,12.853170530337874,4.317182099193576,3.7808750868354335,3.1386727719630287
TCPU,3.68997844690448,4.499808336771284,1,AR,2.452258779394282,1.237719667510198,3.2620886692610855,3.060684573972553,2.8198708614492554,0.8840400333496932,0.829458658909013,0.764197109014239
Wholesale Trade,1.341442943024313,1.3722277453898855,1,AR,0.9441799213578838,0.39726302166642935,0.9749647237234561,0.9699174850552067,0.9434521992881858,0.7268029764466735,0.723040432020542,0.7033114633717866
Retail Trade,1.265157460661714,1.6276969613417136,1,AR,0.6807692445385997,0.5843882161231143,1.0433087452185994,0.9354634857095728,0.7846453358893574,0.8246473483805872,0.7394047893613956,0.6201957940310174
FIRE,0.0,0.0,1,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Misc. Services,28.549060831283917,24.807331932463462,1,AR,17.851406478432892,10.697654352851025,14.109677579612438,13.768375018846786,12.966470815921255,0.49422563015281834,0.4822706813444269,0.4541820444654579
Professional Services,0.0,0.0,1,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Government,0.5617337859370938,1.8798306909691453,1,AR,0.42171728085938637,0.1400165050777074,1.739814185891438,1.363355470008588,2.0388753420018557,3.0972219037689723,2.427049082928518,3.629611380060698
Agriculture,0.36548074738547515,0.5247100234853,2,AR,0.2629036541646718,0.10257709322080333,0.4221329302644967,0.3973545631272555,0.36483543080294767,1.1550072973317802,1.0872106560189416,0.998234334948848
Mining,2.3220776738664215,2.355882152552791,2,AR,1.652025409765663,0.6700522641007585,1.6858298884520326,1.6822694714972608,1.6779956321112317,0.7260006447781775,0.7244673554335349,0.7226268315638433
Construction,0.0,358.13228433996346,2,AR,0.0,0.0,358.13228433996346,260.8029949583577,446.0877600563905,inf,inf,inf
Manufacturing,19.31244676929248,24.85424173413201,2,AR,13.313315658081256,5.999131111211225,18.855110622920783,18.46461181945076,16.850964352369985,0.9763190986706625,0.9560990401697929,0.8725442484669345
Fabricated Metals,0.00034732975316976875,0.002815360300212416,2,AR,0.00024441723371205945,0.0001029125194577093,0.0027124477807547068,0.0024521066477028886,0.002139438030234806,7.809431112654807,7.059880777056095,6.15967394301831
Machinery,57.57865735716038,63.489345438399894,2,AR,41.4369482860932,16.141709071067183,47.34763636733271,44.860938671401705,49.85902899592013,0.8223122688261962,0.7791244313518693,0.8659289966878629
Electrical Equipment,27.535723581783806,126.36401733259864,2,AR,20.048439184804636,7.48728439697917,118.87673293561946,104.10913128835335,86.42562586244514,4.317182099193576,3.780875086835434,3.1386727719630296
TCPU,1777.307105344512,2167.368033366483,2,AR,1181.1497046594377,596.1574006850742,1571.2106326814087,1474.2027680685183,1358.2129517347412,0.884040033349693,0.8294586589090127,0.7641971090142388
Wholesale Trade,83.45691801094848,85.3721725809375,2,AR,58.741481845434336,24.71543616551415,60.65673641542335,60.342726053739156,58.69620713477936,0.7268029764466735,0.7230404320205421,0.7033114633717862
Retail Trade,63.00003238844729,81.05312142685483,2,AR,33.899720618616634,29.100311769830654,51.952809657024176,46.582525677940964,39.07235511113288,0.8246473483805873,0.7394047893613955,0.6201957940310174
FIRE,184.54732419950165,231.2949201249004,2,AR,132.85686621392563,51.69045798557602,179.60446213932437,162.45920289629927,189.12079700190336,0.9732162897423867,0.8803118853171537,1.0247821138682978
Misc. Services,77.78704914713668,67.59203602681477,2,AR,48.639366502793806,29.14768264434288,38.44435338247189,37.514413191962035,35.32948101458159,0.49422563015281845,0.48227068134442697,0.45418204446545785
Professional Services,85.5728481410613,96.09867925684023,2,AR,56.51489006797327,29.05795807308803,67.0407211837522,64.45006133456405,60.52352121961974,0.7834344963397725,0.7531601756239584,0.7072748253026547
Government,3.18863897008187,10.670715467791712,2,AR,2.393845963639061,0.7947930064428088,9.875922461348903,7.738983288127336,11.573520292714178,3.097221903768972,2.427049082928518,3.6296113800606977
Agriculture,0.13606420844316436,0.1953434059617414,3,AR,0.09787595613895018,0.038188252304214174,0.15715515365752725,0.14793045732219073,0.1358239646256036,1.1550072973317802,1.0872106560189416,0.998234334948848
Mining,0.0383017549055437,0.03885934644174719,3,AR,0.027249507221356963,0.01105224768418674,0.02780709875756045,0.027748371084882675,0.02767787579072793,0.7260006447781775,0.724467355433535,0.722626831563843
Construction,0.0,288.7662312627964,3,AR,0.0,0.0,288.7662312627964,210.28849184868417,359.6857555619489,inf,inf,inf
Manufacturing,9.480048401516116,12.200391666435404,3,AR,6.5352090458031835,2.944839355712933,9.255552310722472,9.06386517745274,8.271761707931043,0.9763190986706627,0.9560990401697931,0.8725442484669345
Fabricated Metals,0.00017049641149414455,0.0013819974357758935,3,AR,0.00011997895623662022,5.0517455257524324e-05,0.0013314799805183692,0.0012036843380645573,0.0010502023032586097,7.809431112654807,7.0598807770560965,6.15967394301831
Machinery,28.26407576217179,31.165500411559588,3,AR,20.340471616879185,7.923604145292604,23.241896266266984,22.021231955888243,24.474682767047153,0.8223122688261962,0.7791244313518692,0.8659289966878626
Electrical Equipment,13.5166711626174,62.02927132090904,3,AR,9.84133062564621,3.6753405369711896,58.35393078393785,51.10484525568707,42.424407745685095,4.317182099193575,3.780875086835434,3.138672771963029
TCPU,308.3320022527616,376.0008179436052,3,AR,204.90901786346532,103.42298438929626,272.577833554309,255.7486490873063,235.62642473813221,0.884040033349693,0.8294586589090126,0.764197109014239
Wholesale Trade,17.93685480411583,18.348488062970482,3,AR,12.624926200868547,5.311928603247281,13.0365594597232,12.969071246657649,12.615195600569962,0.7268029764466736,0.7230404320205424,0.7033114633717865
Retail Trade,7.7346658808338535,9.951087151351043,3,AR,4.161950438722248,3.5727154421116056,6.378371709239437,5.7190489963987305,4.797007247528371,0.8246473483805874,0.7394047893613959,0.6201957940310174
FIRE,198.12376048896385,248.3103971076896,3,AR,142.6306344741529,55.49312601481094,192.81727109287866,174.4107011221639,203.03368608141673,0.9732162897423866,0.8803118853171534,1.024782113868298
Misc. Services,32.480043563827934,28.22310781536546,3,AR,20.30940574618633,12.170637817641605,16.052469997723854,15.664172739623965,14.751852590146509,0.4942256301528184,0.48227068134442685,0.4541820444654579
Professional Services,282.1107098291639,316.81154954784836,3,AR,186.31442214838228,95.79628768078163,221.01526186706673,212.47455176033264,199.52980301042982,0.7834344963397725,0.7531601756239583,0.7072748253026547
Government,1.2853339133799786,4.301343802001154,3,AR,0.9649544615563862,0.3203794518235924,3.9809643501775613,3.1195684957258005,4.665262599181923,3.0972219037689728,2.427049082928518,3.629611380060699
Agriculture,0.04732668119762238,0.06794553250843177,4,AR,0.03404381083093919,0.013282870366683186,0.054662662141748586,0.05145407211206633,0.047243118130644725,1.1550072973317798,1.0872106560189416,0.998234334948848
Mining,0.0,0.0,4,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Construction,0.0,52.84481636996289,4,AR,0.0,0.0,52.84481636996289,38.48322806951378,65.82323570329261,inf,inf,inf
Manufacturing,3.5101536891505365,4.517408351013353,4,AR,2.4197754241241367,1.0903782650263998,3.4270300859869534,3.356054573045285,3.062764412703292,0.9763190986706627,0.9560990401697927,0.8725442484669343
Fabricated Metals,6.312927766248408e-05,0.000511708716256082,4,AR,4.4424306503229535e-05,1.8704971159254546e-05,0.0004930037450968275,0.00044568517383880823,0.0003888557666591711,7.809431112654811,7.059880777056097,6.159673943018311
Machinery,10.46526827765468,11.539571488512982,4,AR,7.531415290414735,2.933852987239945,8.605718501273037,8.153746195772458,9.06217925973883,0.822312268826196,0.7791244313518692,0.8659289966878624
Electrical Equipment,5.004783850988386,22.967422352779035,4,AR,3.6439247500295013,1.3608591009588848,21.606563251820152,18.922462577198296,15.708378802657526,4.317182099193576,3.780875086835435,3.13867277196303
TCPU,179.17483907379116,218.4978709781525,4,AR,119.0746988058589,60.10014026793226,158.39773071022023,148.61812172838498,136.92489402828272,0.884040033349693,0.8294586589090127,0.7641971090142391
Wholesale Trade,53.92340986013673,55.16089932925981,4,AR,37.95420531737819,15.96920454275854,39.19169478650127,38.98880556129401,37.92495229872939,0.7268029764466735,0.7230404320205419,0.7033114633717865
Retail Trade,6.346319494688886,8.164900637590163,4,AR,3.4148944003699406,2.931425094318945,5.2334755432712186,4.6924990291905555,3.9359606581830984,0.8246473483805874,0.7394047893613959,0.6201957940310173
FIRE,225.91730065199314,283.1443058618834,4,AR,162.63939191925775,63.2779087327354,219.86639712914803,198.87768486271824,231.51600892156927,0.9732162897423866,0.8803118853171533,1.0247821138682975
Misc. Services,35.16019171832643,30.551987398821566,4,AR,21.98527222778865,13.174919490537782,17.377067908283784,16.95672961619796,15.969127758426957,0.49422563015281834,0.48227068134442685,0.45418204446545785
Professional Services,564.0428510061623,633.4225657255618,4,AR,372.5109121726627,191.53193883349962,441.89062689206213,424.8146127232396,398.9333089085948,0.7834344963397725,0.7531601756239586,0.7072748253026548
Government,1.2644128486873334,4.231331884467338,4,AR,0.9492481345813274,0.315164714106006,3.9161671703613323,3.068792044849627,4.589327264690511,3.0972219037689723,2.4270490829285176,3.6296113800606986
Agriculture,0.0033211706103594653,0.004768107544451352,5,AR,0.002389039356557136,0.0009321312538023291,0.0038359762906490227,0.003610812078039742,0.00331530653548384,1.1550072973317795,1.0872106560189414,0.998234334948848
Mining,0.06619422905206887,0.06715787528592868,5,AR,0.047093406738536556,0.019100822313532315,0.04805705297239636,0.047955558066314005,0.04783372600770783,0.7260006447781774,0.724467355433535,0.7226268315638432
Construction,0.0,0.0,5,AR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manufacturing,0.1655337614634403,0.21303443171759312,5,AR,0.11411310253739766,0.051420658926042626,0.16161377279155048,0.1582666704508907,0.14443553149202232,0.9763190986706626,0.9560990401697929,0.8725442484669346
Fabricated Metals,2.9770852547683905e-06,2.4131441548360324e-05,5,AR,2.0949859200222003e-06,8.820993347461902e-07,2.3249342213614133e-05,2.1017866961796504e-05,1.8337874469940877e-05,7.809431112654807,7.059880777056094,6.1596739430183085
Machinery,0.4935268868934999,0.5441894695591217,5,AR,0.3551706314225016,0.13835625547099828,0.40583321408812345,0.3845188551077563,0.4273592420061726,0.8223122688261963,0.779124431351869,0.8659289966878626
Electrical Equipment,0.23601835404707838,1.083110356371625,5,AR,0.17184221084863197,0.06417614319844642,1.0189342131731784,0.8923559148525035,0.7407843815310952,4.317182099193576,3.7808750868354335,3.138672771963029
TCPU,1.3861823029554465,1.6904040966299994,5,AR,0.9212188556589346,0.46496344729651196,1.2254406493334873,1.1497809140128314,1.059316508485252,0.884040033349693,0.8294586589090127,0.7641971090142389
Wholesale Trade,0.028678818078887773,0.02933696887928359,5,AR,0.02018569954031249,0.008493118538575282,0.020843850340708306,0.020735945013597545,0.020170141510835807,0.7268029764466736,0.723040432020542,0.7033114633717865
Retail Trade,1.1623120517285939,1.4953804989143178,5,AR,0.625429104263061,0.5368829474655329,0.9584975514487849,0.8594190977805926,0.7208610458336363,0.8246473483805873,0.7394047893613956,0.6201957940310174
FIRE,18.606586595275786,23.31981229757097,5,AR,13.395007468729544,5.211579126546242,18.10823317102473,16.379599325004108,19.067697142980258,0.9732162897423867,0.8803118853171538,1.024782113868298
Misc. Services,13.929305599704964,12.103687390723282,5,AR,8.70983804658705,5.219467553117914,6.884219837605368,6.7176957022244554,6.3264404952581526,0.4942256301528184,0.482270681344427,0.45418204446545796
Professional Services,155.56644988352866,174.70179730185993,5,AR,102.74077589353749,52.825673989991174,121.87612331186875,117.16645471547417,110.02823366432693,0.7834344963397726,0.7531601756239584,0.7072748253026547
Government,0.3241805345493456,1.0848635661891413,5,AR,0.24337602074197162,0.08080451380737397,1.0040590523817672,0.7868020690812659,1.176649357394465,3.097221903768972,2.427049082928518,3.6296113800606977
Agriculture,2.5615180997105567,1.686781306907472,1,AZ,1.8425935523016141,0.7189245474089425,0.9678567594985295,0.8019771370413511,0.9251479856648719,0.37784498169577413,0.31308665635896615,0.36117175426924003
Mining,0.0004909233056594107,0.0024944656115536753,1,AZ,0.0003492638443248544,0.00014165946133455637,0.002352806150219119,0.0018750431865264593,0.0016913380565585893,4.792614494149586,3.8194218219236737,3.4452185037065517
Construction,7.202718460377884,0.0,1,AZ,4.911728691905281,2.2909897684726035,-2.2909897684726035,7.830423866253564,2.825960184132688,-0.31807293052967794,1.0871484022773739,0.3923463341901089
Manufacturing,1.176834827458286,1.2993187877388814,1,AZ,0.8112681796636865,0.3655666477945996,0.9337521399442819,1.141961981232963,1.0524188294030814,0.7934436661438621,0.9703672551052548,0.8942791331865009
Fabricated Metals,0.5277689614517931,0.00013857645155782754,1,AZ,0.371392972873484,0.1563759885783091,-0.15623741212675127,-0.1562633564355719,-0.026083984748839828,-0.29603372600194516,-0.2960828844608838,-0.049423112486736046
Machinery,4.062315164600181,3.8103292133955877,1,AZ,2.923478092814831,1.1388370717853502,2.6714921416102375,2.671487129971551,2.671485421353989,0.6576279863488065,0.6576267526585378,0.6576263320566169
Electrical Equipment,4.725784486396414,23.80779589912257,1,AZ,3.4407885666999425,1.2849959196964713,22.5227999794261,18.95526810265364,17.582736053456397,4.7659388709451225,4.011031006009277,3.7205962531871375
TCPU,1.9843191533212832,3.866716162840378,1,AZ,1.318724251339322,0.6655949019819611,3.2011212608584168,2.696312027530371,2.522657060167029,1.6132088709119665,1.3588096567114114,1.2712960291416302
