state,country,t,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,Million Metric Tons,MWh
state,country,t,battery-10h_MW,battery-2h_MW,battery-4h_MW,battery-6h_MW,battery-8h_MW,biopower ccs_MW,biopower_MW,coal_MW,csp_MW,dac_MW,geothermal_MW,h2-ct_MW,hydro_MW,land-based wind_MW,ng-cc-ccs_MW,ng-cc_MW,ng-ct_MW,nuclear_MW,offshore wind_MW,oil-gas-steam_MW,pumped storage_MW,pv+battery_MW,rooftop pv_MW,utility pv_MW,biopower ccs_MWh,biopower_MWh,coal_MWh,csp_MWh,dac_MWh,geothermal_MWh,h2-ct_MWh,hydro_MWh,imports_MWh,land-based wind_MWh,ng-cc-ccs_MWh,ng-cc_MWh,ng-ct_MWh,nuclear_MWh,offshore wind_MWh,oil-gas-steam_MWh,pv+battery_MWh,rooftop pv_MWh,utility pv_MWh,biopower ccs_gen_frac,biopower_gen_frac,coal_gen_frac,csp_gen_frac,dac_gen_frac,geothermal_gen_frac,h2-ct_gen_frac,hydro_gen_frac,imports_gen_frac,land-based wind_gen_frac,ng-cc-ccs_gen_frac,ng-cc_gen_frac,ng-ct_gen_frac,nuclear_gen_frac,offshore wind_gen_frac,oil-gas-steam_gen_frac,pv+battery_gen_frac,rooftop pv_gen_frac,utility pv_gen_frac,co2_gen_mmt,generation_MWh
NM,usa,2026,0,113.43512,0,0,0,0,2.24422,1570.954,1.0201,0,8.77286,0,81.608,3358.57724,0,1448.33798,1309.91041,0,0,673.47002,0,0,249.7390273,1294.30288,0,0,11141401.82,2813.067911,0,65332.88506,0,206425.3338,0,11370125.38,0,3163375.816,173451.5314,0,0,126616.2241,0,481850.5544,3610717.969,0,0,0.36719271,9.27E-05,0,0.002153208,0,0.006803262,0,0.374730866,0,0.104256947,0.005716528,0,0,0.004172954,0,0.015880588,0.119000224,,30342110.58
NV,usa,2026,0,336.633,0,0,0,0,0,496.17664,112.211,0,664.90118,0,847.7031,153.015,0,5561.07515,1201.26976,0,0,126.28838,0,0,412.9550273,3810.58355,0,0,2538459.107,669932.4392,0,4602656.801,0,2221762.414,0,254547.9773,0,21244111.92,0,0,0,236345.1625,0,797841.7558,9304022.082,0,0,0.060627622,0.01600042,0,0.109928159,0,0.053063755,0,0.00607953,0,0.507386541,0,0,0,0.005644781,0,0.019055358,0.222213835,,41869679.66
NY,usa,2026,0,919.3256171,100.7743829,0,0,0,56.1055,530.452,0,0,0,0,4529.244,6326.728144,0,10123.26838,2843.796404,3409.48023,0,12862.23688,1460.06913,0,1815.314318,1203.61599,0,29489.0508,278805.5712,0,0,0,0,26737600.1,13490348.05,19359710.06,0,31396011.87,1494699.39,27233067.86,0,8085340.857,0,2426647.495,2329247.023,0,0.000221954,0.002098476,0,0,0,0,0.20124496,0.101537331,0.145714053,0,0.236307265,0.011250102,0.20497418,0,0.060855652,0,0.018264563,0.017531462,,132860967.3
OH,usa,2026,0,99.9698,0.09242106,0,0,0,9.79296,10189.26885,0,0,0,0,104.0502,1186.17228,0,11702.89323,5777.43836,2176.8934,20.81004,754.36395,0,0,192.7061636,924.72065,0,3074.499792,48941522.14,0,0,0,0,480323.3535,0,3020768.297,0,76001066.04,1338486.578,17387836.77,57557.16693,1539066.19,0,254741.5164,1907458.778,0,2.04E-05,0.324262278,0,0,0,0,0.003182385,0,0.020014114,0,0.503545409,0.008868149,0.115203192,0.000381345,0.01019709,0,0.001687791,0.012637877,,150931901.3
OK,usa,2026,0,20.402,0,0,0,0,0,3311.2446,0,0,0,0,873.2056,11808.77961,0,7468.35612,1720.60267,0,0,5678.38665,263.1858,0,34.77613636,41.31405,0,0,12303516.87,0,0,0,0,2302319.946,0,43843590.39,0,19256463.47,2359228.623,0,0,5678029.263,0,55316.60879,98073.32517,0,0,0.143236469,0,0,0,0,0.026803408,0,0.510423251,0,0.224182066,0.027465934,0,0,0.066103121,0,0.000643991,0.001141761,,85896538.5
OR,usa,2026,0,72.682125,0,0,0,0,60.38992,0,0,0,19.89195,0,6786.670215,4024.60053,0,3424.78173,768.1353,0,0,45.19043,0,0,210.6970182,1012.44925,0,26807.23646,0,0,0,148138.5184,0,28699689.02,0,10682371.92,0,12934988.4,807289.6784,0,0,206831.4645,0,281658.0203,2268986.785,0,0.000478216,0,0,0,0.002642652,0,0.511975513,0,0.190563488,0,0.230748052,0.01440129,0,0,0.003689679,0,0.005024515,0.040476594,,56056761.05
PA,usa,2026,0,62.02208,0,0,0,0,2.55025,10461.73756,0,0,0,0,815.67196,4542.78545,0,20790.96617,2024.18443,9275.97332,0,5255.45319,1603.5972,0,809.8666636,155.87128,0,0,38325942.73,0,0,0,0,2618734.756,0,12903968.96,0,115350138.2,1304875.626,74091413.91,0,5957902.064,0,1100293.257,275438.7088,0,0,0.152130113,0,0,0,0,0.010394745,0,0.051220717,0,0.457868176,0.005179543,0.294096748,0,0.023649159,0,0.004367479,0.00109332,,251928708.2
RI,usa,2026,0,0.72248496,0,0,0,0,3.26432,0,0,0,0,0,4.0804,21.47167686,0,1789.45942,0,0,30.603,46.72058,0,0,128.4398636,183.10795,0,0,0,0,0,0,0,14188.64272,0,61109.87831,0,2077692.616,0,0,73633.81631,172281.739,0,178027.6172,360821.805,0,0,0,0,0,0,0,0.004829755,0,0.020801549,0,0.707237951,0,0,0.025064646,0.05864399,0,0.060599863,0.122822246,,2937756.114
SC,usa,2026,0,8.1608,0,0,0,0,146.8944,5543.2234,0,0,0,0,1362.8536,0,0,3249.0185,2632.36805,6726.74342,0,511.68216,2770.5916,0,593.9764091,2538.11081,0,174772.6313,30955074.63,0,0,0,0,2112587.887,0,0,0,9302303.358,253025.394,53729556.33,0,492144.7945,0,917465.9792,4262205.059,0,0.001710118,0.302889788,0,0,0,0,0.020671289,0,0,0,0.09102135,0.002475808,0.525733958,0,0.004815548,0,0.008977238,0.041704903,,102199136.1
SD,usa,2026,0,1.63216,0,0,0,0,0,483.5274,0,0,0,0,1626.0394,2813.23178,0,300.9295,978.17389,0,0,217.68934,0,0,56.19823636,1.0201,0,0,2640309.8,0,0,0,0,4285958.884,0,11021921.01,0,1164557.743,480684.4664,0,0,11701.82213,0,83892.89521,2200.610642,0,0,0.134085589,0,0,0,0,0.217658292,0,0.559737638,0,0.059140943,0.024411097,0,0,0.000594266,0,0.00426042,0.000111756,,19691227.24
TN,usa,2026,0,0,0,0,0,0,1.83618,5828.8514,0,0,0,0,2616.5565,29.68491,0,2504.44751,3638.90072,4613.60627,0,56.71756,1648.78763,0,118.3316,482.71132,0,965.096208,33093575.3,0,0,0,0,8614217.067,0,33014.43674,0,18758051.39,1591468.088,36850969.7,0,57894.13453,0,172246.8499,762244.9256,0,9.66E-06,0.331152171,0,0,0,0,0.086198504,0,0.00033036,0,0.187703184,0.015925088,0.368750687,0,0.00057932,0,0.001723595,0.007627434,,99934646.99
TX,usa,2026,0,1748.4514,0,0,0,0,200.44965,19200.93426,0,0,0,0,698.7685,38484.80265,0,39468.07704,16575.16644,5059.696,0,15828.07562,0,0,1458.557527,11665.65958,0,121646.9984,100626312.5,0,0,0,0,903024.3229,0,123666963.3,0,137018869.9,10001599.34,40414091.08,0,5704931.801,0,2237555.972,29697514.61,0,0.000270091,0.223419152,0,0,0,0,0.002004972,0,0.274575977,0,0.304221023,0.022206407,0.089730824,0,0.012666578,0,0.004968013,0.065936964,,450392509.9
UT,usa,2026,0,0,0,0,0,0,3.0603,4673.0781,1.53015,0,82.6281,0,272.4044437,396.00282,0,1875.35184,553.9143,0,0,288.38227,0,0,453.4808182,1690.50972,0,17693.43048,33013695.76,4219.601867,0,577763.4309,0,767108.0861,0,567405.7217,0,7602678.29,363996.2753,0,0,83915.54194,0,762229.8833,4166320.477,0,0.000369174,0.688832548,8.80E-05,0,0.012055065,0,0.016005752,0,0.011838951,0,0.158630294,0.007594802,0,0,0.001750902,0,0.015903968,0.086930502,,47927026.5
VA,usa,2026,0,462.992787,0,0,0,0,201.26573,2785.79109,0,0,0,0,878.3061,73.4472,0,10225.4824,4276.56523,3639.7168,24.4824,2312.87273,3306.1441,0,314.9326909,2401.00937,0,107006.8415,11139439.3,0,0,0,0,1272684.73,0,168881.4586,0,58562603.19,2177649.607,29072071.97,60514.76357,1084114.358,0,456150.5159,4319963.86,0,0.000986956,0.102742375,0,0,0,0,0.011738351,0,0.001557644,0,0.540140376,0.020085113,0.2681404,0.000558146,0.00999911,0,0.004207212,0.039844317,,108421080.6
VT,usa,2026,0,22.23818,0,0,0,0,73.4472,0,0,0,0,0,287.6682,749.2675304,0,0,0,0,0,122.10597,0,0,156.2607727,129.04265,0,0,0,0,0,0,0,1366967.416,24554459.86,2324210.982,0,0,0,0,0,42486.82453,0,203221.7145,233506.1281,0,0,0,0,0,0,0,0.047588317,0.85481586,0.080912894,0,0,0,0,0,0.001479096,0,0.00707477,0.008129063,,28724852.93
WA,usa,2026,0,15.09748,0,0,0,0,51.005,683.467,0,0,0,0,22023.44895,3679.09266,0,2688.57556,636.33838,1186.3763,0,73.03916,320.3114,0,203.6490545,279.71142,0,0,3953137.072,0,0,0,0,86869810.34,9496600.489,8775888.418,0,3465555.848,0,9476126.597,0,322619.7335,0,253612.7741,565620.2233,0,0,0.032092629,0,0,0,0,0.70523247,0.077095955,0.071245021,0,0.028134314,0,0.076929743,0,0.002619114,0,0.002058897,0.004591857,,123178971.5
WI,usa,2026,0,0,6.33020742,0,0,0,140.46777,5185.57634,0,0,0,0,340.3410635,312.96668,0,3495.37265,3207.90847,1225.24211,0,1005.20654,0,0,88.37775455,507.80578,0,120409.8206,31134485.07,0,0,0,0,1882056.18,0,849444.3694,0,16328373.02,612957.6342,9786565.483,0,558841.9354,0,119566.0384,926631.8901,0,0.001932142,0.499595942,0,0,0,0,0.030200199,0,0.013630512,0,0.262011364,0.009835754,0.157039,0,0.008967393,0,0.001918603,0.014869092,,62319331.44
WV,usa,2026,0,100.9899,0.21819939,0,0,0,0,11455.723,0,0,0,0,235.6431,757.42425,0,0,1115.37734,0,0,16.72964,0,0,69.18132727,0,0,0,26724415.07,0,0,0,0,1648491.829,0,2327485.08,0,0,592537.1064,0,0,25211.96181,0,93660.79331,0,0,0,0.850776253,0,0,0,0,0.052480015,0,0.074095879,0,0,0.018863519,0,0,0.000802627,0,0.002981707,0,,31411801.84
WY,usa,2026,0,0,0,0,0,0,0,6459.2732,0,0,0,0,314.49683,3392.34255,0,95.8894,153.015,0,0,4.79447,0,0,6.027863636,93.8492,0,0,34715696.89,0,0,0,0,911002.2316,0,11909777.29,0,622884.3088,262235.3059,0,0,0,0,9459.962245,213500.6226,0,0,0.713660465,0,0,0,0,0.018727732,0,0.244832683,0,0.01280481,0.005390846,0,0,0,0,0.000194471,0.004388993,,48644556.61
AL,usa,2028,0,2.060602,0,0,0,0,0,4873.63282,0,0,0,0,3135.205943,0,0,9956.313714,2323.328755,5692.825145,0,1797.978275,0,0,28.38010936,619.3139311,0,0,34564412.19,0,0,0,0,8451099.528,0,0,0,36627315.41,4800490.36,45471181.26,0,1554575.921,0,42931.40473,961000.1131,0,0,0.260916644,0,0,0,0,0.06379488,0,0,0,0.276488897,0.036237498,0.343248655,0,0.011735039,0,0.000324077,0.007254309,,132473006.2
AR,usa,2028,0,20.60602,0,0,0,0,8.242408,5319.856183,0,0,0,0,1396.057855,0,0,4749.48155,737.2833956,1872.881158,0,819.9135358,28.848428,0,31.75200355,409.2355572,0,0,25796468.51,0,0,0,0,3161061.303,0,0,0,8838290.252,219907.9091,14959552.84,0,41497.02159,0,46725.88443,717666.7917,0,0,0.479656137,0,0,0,0,0.058776357,0,0,0,0.164338005,0.004088939,0.278155955,0,0.00077159,0,0.000868815,0.013344202,,53781170.52
AZ,usa,2028,0,1112.755731,0,0,0,0,26.6847959,3038.357649,311.5630224,0,0,0,2235.75317,636.0048073,0,10185.65872,3123.469005,4056.295037,0,1210.603675,222.8541063,0,1482.603139,2946.86692,0,9106.467873,21261657.35,1798439.474,0,0,0,6953572.144,0,1574817.602,0,13476829.53,2870324.566,32399471.64,0,899609.0886,0,2809093.664,7640305.02,0,9.93E-05,0.231878168,0.019613657,0,0,0,0.075835178,0,0.017174852,0,0.146977373,0.031303562,0.353346401,0,0.009811075,0,0.030635782,0.083324639,,91693226.56
CA,usa,2028,0,0,2762.030921,0,0,0,620.3442321,0,994.8040396,0,2184.65024,0,10523.18532,6533.138641,0,20321.34783,13902.64976,2307.87424,0,5444.831695,3922.458937,0,12295.14382,15848.60513,0,309807.1422,0,2743310.775,0,14424908.88,0,32583223.3,0,14660217.7,0,83285465.78,7313574.473,18434040.25,0,3966255.695,0,21390907.9,42889965.55,0,0.001280186,0,0.011335916,0,0.059606648,0,0.134640485,0,0.060578992,0,0.344152432,0.030221173,0.076173192,0,0.016389373,0,0.088391569,0.177230034,,242001677.4
CO,usa,2028,0,475.999062,0,0,0,0,23.0787424,3919.265004,30.90903,0,0,0,692.5786352,5143.571682,0,3319.217702,2853.41862,0,0,589.9503526,579.5443125,0,665.1997911,1478.378905,0,12130.18701,23804807.7,85235.95771,0,0,0,1763342.181,0,15430596.88,0,6020263.365,1363240.878,0,0,341789.6473,0,1138646.935,3831398.306,0,0.000225504,0.442538857,0.001584563,0,0,0,0.032781085,0,0.286859646,0,0.111918588,0.025343076,0,0,0.006353977,0,0.021167804,0.071226899,,53791452.04
CT,usa,2028,0,3.2969632,59.67197095,0,0,0,65.4241135,0,0,0,0,0,127.757324,476.7164606,0,4068.761679,1157.646204,2135.917003,0,2470.249678,30.2908494,0,654.8031174,325.2539144,0,284577.121,0,0,0,0,0,492144.9812,0,1228692.29,0,28289326.11,833383.0645,17060539.66,0,762036.2146,0,896465.9443,636839.2212,0,0.005636976,0,0,0,0,0,0.009748533,0,0.024338249,0,0.560362165,0.016507864,0.337939508,0,0.015094607,0,0.017757425,0.012614673,,50484004.61
DE,usa,2028,0,0,6.395765985,14.99527173,0,0,0,422.42341,0,0,0,0,0,29.39263299,0,1549.572704,192.0481064,0,0,889.149763,0,27.88500825,131.5038731,343.9620033,0,0,0,0,0,0,0,0,0,54722.3766,0,2178604.582,201282.2409,0,0,47155.70635,41398.65526,190719.7076,613832.6136,0,0,0,0,0,0,0,0,0,0.016444426,0,0.654684672,0.060486606,0,0,0.014170593,0.012440562,0.057312497,0.184460644,,3327715.883
FL,usa,2028,0,881.937656,0,0,0,0,227.7995511,7341.924926,0,0,0,0,56.666555,0,0,35007.56738,8802.685684,3735.871426,0,3963.980067,0,0,1108.510212,4603.796988,0,119731.4441,42928078.9,0,0,0,0,207686.5358,0,0,0,127736929.6,4620193.281,29840102.66,0,4373968.25,0,1767043.754,10216750.3,0,0.000539792,0.19353494,0,0,0,0,0.000936324,0,0,0,0.57588319,0.020829463,0.134529721,0,0.019719394,0,0.007966457,0.046060719,,221810484.7
GA,usa,2028,0,172.4723874,0,0,0,0,247.6843604,8671.013216,0,0,0,0,2343.934775,0,0,8252.19586,7963.91764,6450.714561,0,1081.197869,1919.865974,0,76.33593773,2863.206479,0,130182.8998,51541937.54,0,0,0,0,3486434.459,0,0,0,26946491.64,241227.3316,51524788.4,0,227762.0617,0,115569.0548,5760278.589,0,0.000930046,0.368223314,0,0,0,0,0.024907609,0,0,0,0.192509768,0.001723364,0.368100798,0,0.001627166,0,0.000825643,0.041152292,,139974672
IA,usa,2028,0,2.2666622,0,0,0,0,1.030301,4785.129964,0,0,0,0,186.8966014,11958.39462,0,1814.360061,1208.852163,0,0,1151.670458,0,0,93.10174491,119.514916,0,1193.954011,31925153.21,0,0,0,0,1120342.063,0,42188329.24,0,4383283.732,314253.8341,0,0,420359.2936,0,133454.4444,257437.4367,0,1.48E-05,0.395388257,0,0,0,0,0.013875269,0,0.52249616,0,0.054286315,0.003891987,0,0,0.005206087,0,0.001652813,0.003188324,,80743807.21
ID,usa,2028,0,0,0,0,0,0,37.6059865,0,0,0,12.363612,0,2792.4248,950.7617628,0,564.2958577,617.9019983,0,0,11.9514916,0,0,99.84553327,247.27224,0,51825.05933,0,0,0,81228.93084,0,10275714.19,0,2542469.82,0,2312739.147,228170.6912,0,0,33514.59496,0,160074.9718,533602.8234,0,0.003195263,0,0,0,0.005008153,0,0.633546991,0,0.15675544,0,0.142591444,0.014067816,0,0,0.002066335,0,0.009869389,0.032899169,,16219340.23
IL,usa,2028,0,273.4418854,14.98546665,0,0,0,3.090903,9756.952531,0,0,0,0,32.969632,6897.659135,0,5990.170014,10862.6695,7712.215105,0,761.9075895,0,0,131.6912005,1783.908281,0,2484.195832,28651397.13,0,0,0,0,138206.8266,0,19175936.69,0,28948944.59,9842076.213,61600966.48,0,748039.1484,0,181334.7539,3851026.193,0,1.62E-05,0.187092334,0,0,0,0,0.000902484,0,0.125218004,0,0.189035305,0.064268315,0.402251539,0,0.004884662,0,0.001184108,0.025147028,,153140412.2
IN,usa,2028,0,67.999866,0,0,0,0,0,15315.2183,0,0,0,0,85.514983,3596.574628,0,4227.325003,3149.424097,0,0,795.2893419,0,0,190.2310301,378.2234971,0,0,64016445.56,0,0,0,0,445450.3677,0,10192533.52,0,21333999.85,151411.4704,0,0,267844.4121,0,261010.9934,794999.2894,0,0,0.6568235,0,0,0,0,0.004570424,0,0.104577745,0,0.21889176,0.001553517,0,0,0.002748145,0,0.002678033,0.008156876,,97463695.46
KS,usa,2028,0,0.037219624,0,0,0,0,0,4820.263229,0,0,0,0,8.0363478,7033.143716,0,274.060066,2852.903469,1262.118725,0,1068.937288,0,0,70.24779545,31.1150902,0,0,26860249.44,0,0,0,0,35438.47531,0,25640465.54,0,776331.3164,176614.1328,10081115.76,0,42440.13571,0,108653.0138,78205.07902,0,0,0.421010259,0,0,0,0,0.000555466,0,0.401891243,0,0.012168295,0.002768268,0.158012425,0,0.000665211,0,0.001703038,0.001225794,,63799512.89
KY,usa,2028,0,8.242408,0,0,0,0,0,10211.31321,0,0,0,0,1114.785682,0,0,1816.420663,5056.923368,0,0,36.060535,0,0,16.29748855,109.3149361,0,0,60945793.6,0,0,0,0,3837085.97,0,0,0,13604801.86,2179633.049,0,0,108929.6817,0,23435.23372,153547.1589,0,0,0.753783073,0,0,0,0,0.047457425,0,0,0,0.168265417,0.026957898,0,0,0.001347252,0,0.000289849,0.001899085,,80853226.56
LA,usa,2028,0,1.030301,0,0,0,0,11.4363411,1740.281419,0,0,0,0,197.817792,0,0,7309.264384,2097.383746,2197.529003,0,6174.284803,0,0,139.7462811,124.7694511,0,0,4914101.731,0,0,0,0,982197.2413,0,0,0,46683564.75,2071571.532,17552662.7,0,6344362.889,0,208090.737,220547.9979,0,0,0.062221856,0,0,0,0,0.012436482,0,0,0,0.591102547,0.026230028,0.222250029,0,0.080331677,0,0.002634824,0.002792556,,78977099.58
MA,usa,2028,0,279.8297516,0,0,0,0,59.3453376,0,0,0,0,0,263.8250559,326.6511228,0,6455.556976,993.6222844,0,0,2594.916099,1821.572168,0,2527.047362,990.8404717,0,51710.65264,0,0,0,0,0,1123150.555,0,1001467.872,0,12731502.4,393715.3174,0,0,4475103.996,0,3471244.731,1874701.324,0,0.002058332,0,0,0,0,0,0.044706786,0,0.039863231,0,0.506774936,0.01567176,0,0,0.17813063,0,0.13817221,0.074622116,,25122596.85
MD,usa,2028,0,14.424214,98.91097705,0,0,0,1.8545418,3052.781863,0,0,0,0,607.87759,954.2940178,0,2765.946065,1770.984389,1759.548048,0,2526.091992,0,0,1090.339449,494.54448,0,2328.562684,3299354.824,0,0,0,0,1891219.437,0,2509771.679,0,18946275.89,126449.7484,14054309.8,0,606640.4293,0,1562715.061,989510.1156,0,5.29E-05,0.075004812,0,0,0,0,0.042993423,0,0.05705508,0,0.430709012,0.002874604,0.319499089,0,0.013790863,0,0.035525475,0.022494707,,43988575.55
ME,usa,2028,0,38.121137,0,0,0,0,221.3086548,0,0,0,0,0,623.3599231,1040.08886,0,1320.433762,183.393578,0,0,946.3314685,0,0,77.55356618,206.9874709,0,0,0,0,0,0,0,4020076.189,1231745.452,3594717.321,0,42078.43347,0,0,0,82050.92905,0,104295.1274,387124.376,0,0,0,0,0,0,0,0.424861432,0.13017692,0.379907414,0,0.004447056,0,0,0,0.008671546,0,0.011022422,0.040913209,,9462087.828
MI,usa,2028,0,2.060602,0.065404097,0,0,0,193.3874977,6690.259544,0,0,0,0,268.908561,3413.490037,0,7041.077034,4319.021792,3418.538718,0,2831.164118,2299.631832,0,86.545284,196.787491,0,62306.72325,42385362.88,0,0,0,0,1497982.472,1225249.404,11232569.04,0,29542075.34,4456703.443,27305422.12,0,3252756.395,0,113872.4478,402579.2289,0,0.00051291,0.348917119,0,0,0,0,0.01233142,0.010086277,0.092466724,0,0.24319093,0.036687668,0.224778758,0,0.026776753,0,0.0009374,0.00331404,,121476879.5
MN,usa,2028,0,32.969632,0.464700621,0,0,0,88.5028559,3167.660425,0,0,0,0,176.7996516,5034.977957,0,2575.031289,2905.963971,1707.208757,0,882.7618968,0,0,711.0013537,1158.161354,0,38156.65848,19434944.8,0,0,0,0,840672.5509,7567720.542,16892221.77,0,3050405.347,1569840.472,13636252.1,0,753351.3638,0,968180.2558,2314588.763,0,0.000568939,0.289786894,0,0,0,0,0.012534941,0.112839334,0.251873341,0,0.045483406,0.02340728,0.203324845,0,0.011232929,0,0.014436159,0.034511932,,67066334.62
MO,usa,2028,0,22.0484414,0,0,0,0,0,9995.465152,0,0,0,0,587.27157,2503.83749,0,1849.287265,3583.283848,1226.05819,0,1229.252123,676.907757,0,167.7517355,93.8604211,0,0,59848213.88,0,0,0,0,1189914.378,0,8871541.165,0,2159435.746,510099.0181,9793083.884,0,77806.91547,0,245425.4788,202704.7449,0,0,0.721948072,0,0,0,0,0.014353919,0,0.107017263,0,0.02604924,0.006153317,0.118133818,0,0.000938584,0,0.002960564,0.002445224,,82898225.21
MS,usa,2028,0,0,0,0,0,0,0,1487.754644,0,0,0,0,0,0,0,8061.075024,1370.50639,1443.451701,0,2073.377732,0,0,9.460036455,224.7086481,0,0,10374925.12,0,0,0,0,0,0,0,0,9931829.201,46241.76342,11529504.64,0,7544.913016,0,14210.13521,478315.0727,0,0,0.320386086,0,0,0,0,0,0,0,0,0.306702925,0.001427983,0.356040436,0,0.000232993,0,0.00043882,0.014770757,,32382570.85
MT,usa,2028,0,412.1204,0,0,0,0,0,1674.239125,0,0,0,0,2874.2307,1474.669821,0,41.21204,417.1688749,0,0,53.575652,0,0,15.82916991,17.515117,0,0,5288650.905,0,0,0,0,11009942.27,72203.49408,4526896.783,0,1566.05752,173573.6922,0,0,0,0,23211.34013,33394.54386,0,0,0.250297743,0,0,0,0,0.521071204,0.003417199,0.214245952,0,7.41E-05,0.00821478,0,0,0,0,0.001098531,0.001580475,,21129439.08
NC,usa,2028,0,20.1938996,0,0,0,0,203.6905077,10230.88893,0,0,0,0,1892.559907,214.302608,0,5811.1037,6168.618147,5305.63803,0,366.3750356,88.605886,0,432.5390925,5999.545753,0,8519.146849,46622439.33,0,0,0,0,4701539.277,0,360393.8053,0,37748081.88,4384078.424,42378541.82,0,459667.2637,0,350414.5994,12400446.88,0,5.70E-05,0.312035024,0,0,0,0,0.031466499,0,0.002412046,0,0.252640656,0.029341794,0.283631434,0,0.003076465,0,0.002345258,0.082993807,,149414122.4
ND,usa,2028,0,0,0,0,0,0,0,2760.176379,0,0,0,0,523.392908,4456.979096,0,5.4605953,536.5807608,0,0,123.5330899,0,0,56.38556382,0,0,0,13661891.78,0,0,0,0,1866918.83,7567720.542,15845059.67,0,207.5026214,429530.644,0,0,292376.8034,0,78746.38387,0,0,0,0.343760665,0,0,0,0,0.046975431,0.190419064,0.398693558,0,5.22E-06,0.010807855,0,0,0.007356788,0,0.001981417,0,,39742452.15
NE,usa,2028,0,0.210181404,0,0,0,0,0,3892.064027,0,0,0,0,291.575183,2783.976332,0,348.4477982,1175.985561,793.33177,0,715.2349542,0,0,56.57289127,24.0060133,0,0,11170833.64,0,0,0,0,1108316.719,0,10427391.96,0,28843.58329,29357.70318,6336701.337,0,52814.39111,0,86806.43046,54639.44991,0,0,0.381313014,0,0,0,0,0.037832055,0,0.355935858,0,0.000984567,0.001002116,0.216301376,0,0.001802803,0,0.002963111,0.001865101,,29295705.22
NH,usa,2028,0,0,0,0,0,0,216.2601799,500.726286,0,0,0,0,507.938393,1079.941417,0,1296.118658,0,1288.28837,0,520.8171555,0,0,121.3881905,0,0,0,2624838.652,0,0,0,0,1468901.213,0,3375733.024,0,35980.17152,0,10290144.61,0,109401.2387,0,164858.3146,0,0,0,0.145260619,0,0,0,0,0.081290139,0,0.1868157,0,0.001991171,0,0.569464633,0,0.00605435,0,0.009123388,0,,18069857.23
NJ,usa,2028,0,567.4659425,302.0631429,0,0,0,0,477.029363,0,0,0,0,4.121204,575.4270236,0,8829.16442,2628.297851,3572.156597,0,339.5872096,432.72642,106.4437827,2536.226407,2969.649061,0,0,0,0,0,0,0,24201.00098,0,1239894.089,0,31116208.94,1489588.738,28532437.93,0,772561.0588,165669.8314,3552781.116,5475168.631,0,0,0,0,0,0,0,0.000334413,0,0.017133061,0,0.429968896,0.020583382,0.394265923,0,0.010675376,0.002289253,0.049092914,0.075656781,,72368511.33
NM,usa,2028,0,114.5694712,0,0,0,0,2.2666622,1586.66354,1.030301,0,8.8605886,0,82.42408,3392.163012,0,1462.82136,1323.009514,0,0,680.2047202,0,0,252.2364175,1307.245909,0,0,11252815.84,2841.19859,0,65986.21391,0,208489.5871,0,11483826.63,0,3195009.575,175186.0467,0,0,127882.3863,0,486669.0599,3646825.149,0,0,0.36719271,9.27E-05,0,0.002153208,0,0.006803262,0,0.374730866,0,0.104256947,0.005716528,0,0,0.004172954,0,0.015880588,0.119000224,,30645531.69
NV,usa,2028,0,339.99933,0,0,0,0,0,501.1384064,113.33311,0,671.5501918,0,856.180131,154.54515,0,5616.685902,1213.282458,0,0,127.5512638,0,0,417.0845775,3848.689386,0,0,2563843.698,676631.7636,0,4648683.369,0,2243980.039,0,257093.4571,0,21456553.04,0,0,0,238708.6141,0,805820.1734,9397062.303,0,0,0.060627622,0.01600042,0,0.109928159,0,0.053063755,0,0.00607953,0,0.507386541,0,0,0,0.005644781,0,0.019055358,0.222213835,,42288376.45
NY,usa,2028,0,928.5188733,101.7821267,0,0,0,56.666555,535.75652,0,0,0,0,4574.53644,6389.995426,0,10224.50106,2872.234368,3443.575032,0,12990.85925,1474.669821,0,1833.467461,1215.65215,0,29783.94131,281593.6269,0,0,0,0,27004976.1,13625251.53,19553307.16,0,31709971.99,1509646.384,27505398.54,0,8166194.265,0,2450913.97,2352539.493,0,0.000221954,0.002098476,0,0,0,0,0.20124496,0.101537331,0.145714053,0,0.236307265,0.011250102,0.20497418,0,0.060855652,0,0.018264563,0.017531462,,134189577
OH,usa,2028,0,100.969498,0.093345271,0,0,0,9.8908896,10291.16154,0,0,0,0,105.090702,1198.034003,0,11819.92216,5835.212744,2198.662334,21.0181404,761.9075895,0,0,194.6332253,933.9678565,0,3105.24479,49430937.36,0,0,0,0,485126.5871,0,3050975.98,0,76761076.71,1351871.444,17561715.13,58132.7386,1554456.852,0,257288.9316,1926533.366,0,2.04E-05,0.324262278,0,0,0,0,0.003182385,0,0.020014114,0,0.503545409,0.008868149,0.115203192,0.000381345,0.01019709,0,0.001687791,0.012637877,,152441220.3
