state,country,t,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,generation fraction,Million Metric Tons,MWh
state,country,t,battery-10h_MW,battery-2h_MW,battery-4h_MW,battery-6h_MW,battery-8h_MW,biopower ccs_MW,biopower_MW,coal_MW,csp_MW,dac_MW,geothermal_MW,h2-ct_MW,hydro_MW,land-based wind_MW,ng-cc-ccs_MW,ng-cc_MW,ng-ct_MW,nuclear_MW,offshore wind_MW,oil-gas-steam_MW,pumped storage_MW,pv+battery_MW,rooftop pv_MW,utility pv_MW,biopower ccs_MWh,biopower_MWh,coal_MWh,csp_MWh,dac_MWh,geothermal_MWh,h2-ct_MWh,hydro_MWh,imports_MWh,land-based wind_MWh,ng-cc-ccs_MWh,ng-cc_MWh,ng-ct_MWh,nuclear_MWh,offshore wind_MWh,oil-gas-steam_MWh,pv+battery_MWh,rooftop pv_MWh,utility pv_MWh,biopower ccs_gen_frac,biopower_gen_frac,coal_gen_frac,csp_gen_frac,dac_gen_frac,geothermal_gen_frac,h2-ct_gen_frac,hydro_gen_frac,imports_gen_frac,land-based wind_gen_frac,ng-cc-ccs_gen_frac,ng-cc_gen_frac,ng-ct_gen_frac,nuclear_gen_frac,offshore wind_gen_frac,oil-gas-steam_gen_frac,pv+battery_gen_frac,rooftop pv_gen_frac,utility pv_gen_frac,co2_gen_mmt,generation_MWh
VA,usa,2036,0,486.6100723,0,0,0,0,211.532305,2927.894433,0,0,0,0,923.1085382,77.19374535,0,10747.08477,4494.713037,3825.378936,25.73124845,2430.852484,3474.790676,0,330.9974233,2523.484978,0,112465.2659,11707662.65,0,0,0,0,1337604.442,0,177496.1102,0,61549884.52,2288731.622,30555039.82,63601.62469,1139415.086,0,479418.7766,4540325.432,0,0.000986956,0.102742375,0,0,0,0,0.011738351,0,0.001557644,0,0.540140376,0.020085113,0.2681404,0.000558146,0.00999911,0,0.004207212,0.039844317,,113951645.3
VT,usa,2036,0,23.37255068,0,0,0,0,77.19374535,0,0,0,0,0,302.3421693,787.4877047,0,0,0,0,0,128.3346016,0,0,164.2316426,135.625122,0,0,0,0,0,0,0,1436696.493,25806984.09,2442769.1,0,0,0,0,0,44654.07958,0,213588.0643,245417.2874,0,0,0,0,0,0,0,0.047588317,0.85481586,0.080912894,0,0,0,0,0,0.001479096,0,0.00707477,0.008129063,,30190109.12
WA,usa,2036,0,15.86760321,0,0,0,0,53.60676761,718.3306859,0,0,0,0,23146.86618,3866.763361,0,2825.719934,668.7980326,1246.893415,0,76.76489121,336.6505006,0,214.037203,293.9795135,0,0,4154786.792,0,0,0,0,91301043.72,9981022.556,9223546.926,0,3642334.025,0,9959504.29,0,339076.5823,0,266549.5744,594472.5392,0,0,0.032092629,0,0,0,0,0.70523247,0.077095955,0.071245021,0,0.028134314,0,0.076929743,0,0.002619114,0,0.002058897,0.004591857,,129462337
WI,usa,2036,0,0,6.653111618,0,0,0,147.633038,5450.092849,0,0,0,0,357.7018782,328.931126,0,3673.671784,3371.544042,1287.741771,0,1056.482176,0,0,92.88590823,533.7089783,0,126551.9316,32722656.72,0,0,0,0,1978059.96,0,892774.5692,0,17161284.14,644224.6338,10285778.68,0,587348.4906,0,125665.108,973899.4293,0,0.001932142,0.499595942,0,0,0,0,0.030200199,0,0.013630512,0,0.262011364,0.009835754,0.157039,0,0.008967393,0,0.001918603,0.014869092,,65498243.66
WV,usa,2036,0,106.1413999,0.229329752,0,0,0,0,12040.08,0,0,0,0,247.6632663,796.0604989,0,0,1172.272794,0,0,17.58301977,0,0,72.71027024,0,0,0,28087628.82,0,0,0,0,1732581.48,0,2446210.211,0,0,622762.4539,0,0,26498.02524,0,98438.43507,0,0,0,0.850776253,0,0,0,0,0.052480015,0,0.074095879,0,0,0.018863519,0,0,0.000802627,0,0.002981707,0,,33014119.43
WY,usa,2036,0,0,0,0,0,0,0,6788.76105,0,0,0,0,330.5393291,3565.386113,0,100.7807231,160.8203028,0,0,5.039036155,0,0,6.335345262,98.63645239,0,0,36486546.33,0,0,0,0,957472.5011,0,12517295.62,0,654657.6686,275611.942,0,0,0,0,9942.515393,224391.3,0,0,0.713660465,0,0,0,0,0.018727732,0,0.244832683,0,0.01280481,0.005390846,0,0,0,0,0.000194471,0.004388993,,51125917.88
AL,usa,2038,0,2.165713411,0,0,0,0,0,5122.237075,0,0,0,0,3295.132955,0,0,10464.18577,2441.841871,5983.216441,0,1889.693237,0,0,29.82778016,650.9051658,0,0,36327544.59,0,0,0,0,8882190.538,0,0,0,38495676.61,5045363.614,47790668.49,0,1633874.916,0,45121.33783,1010020.777,0,0,0.260916644,0,0,0,0,0.06379488,0,0,0,0.276488897,0.036237498,0.343248655,0,0.011735039,0,0.000324077,0.007254309,,139230460.9
AR,usa,2038,0,21.65713411,0,0,0,0,8.662853645,5591.222314,0,0,0,0,1467.270836,0,0,4991.752842,774.8922585,1968.416919,0,861.7373663,30.31998776,0,33.37167484,430.1106835,0,0,27112347.67,0,0,0,0,3322307.198,0,0,0,9289131.881,231125.4225,15722640.38,0,43613.78674,0,49109.37413,754275.0107,0,0,0.479656137,0,0,0,0,0.058776357,0,0,0,0.164338005,0.004088939,0.278155955,0,0.00077159,0,0.000868815,0.013344202,,56524550.72
AZ,usa,2038,0,1169.517457,0,0,0,0,28.04598868,3193.344425,327.4558678,0,0,0,2349.799051,668.4474444,0,10705.22968,3282.797315,4263.20685,0,1272.356629,234.2219054,0,1558.230799,3097.186749,0,9570.989255,22346215.56,1890177.961,0,0,0,7308274.208,0,1655149.126,0,14164283.28,3016739.966,34052170.31,0,945498.1933,0,2952385.673,8030037.361,0,9.93E-05,0.231878168,0.019613657,0,0,0,0.075835178,0,0.017174852,0,0.146977373,0.031303562,0.353346401,0,0.009811075,0,0.030635782,0.083324639,,96370502.64
CA,usa,2038,0,0,2902.922256,0,0,0,651.9880225,0,1045.549044,0,2296.089359,0,11059.97353,6866.39437,0,21357.9408,14611.82462,2425.599021,0,5722.572832,4122.543764,0,12922.31972,16657.04327,0,325610.4201,0,2883247.195,0,15160724.2,0,34245295.15,0,15408036.14,0,87533861.57,7686640.274,19374361.57,0,4168574.596,0,22482059.18,45077784.84,0,0.001280186,0,0.011335916,0,0.059606648,0,0.134640485,0,0.060578992,0,0.344152432,0.030221173,0.076173192,0,0.016389373,0,0.088391569,0.177230034,,254346195.1
CO,usa,2038,0,500.279798,0,0,0,0,24.25599021,4119.186908,32.48570117,0,0,0,727.9071061,5405.945532,0,3488.531163,2998.971646,0,0,620.0437496,609.1068969,0,699.1316658,1553.791087,0,12748.94845,25019092.13,89583.84818,0,0,0,1853290.354,0,16217712.4,0,6327357.301,1432779.864,0,0,359224.3543,0,1196729.372,4026838.126,0,0.000225504,0.442538857,0.001584563,0,0,0,0.032781085,0,0.286859646,0,0.111918588,0.025343076,0,0,0.006353977,0,0.021167804,0.071226899,,56535356.7
CT,usa,2038,0,3.465141458,62.71584118,0,0,0,68.76140081,0,0,0,0,0,134.2742315,501.0337911,0,4276.309416,1216.697794,2244.870236,0,2596.257237,31.83598715,0,688.2046572,341.8451328,0,299093.4142,0,0,0,0,0,517249.3213,0,1291367.945,0,29732366.05,875893.9763,17930798.65,0,800907.7201,0,942194.7171,669324.4217,0,0.005636976,0,0,0,0,0,0.009748533,0,0.024338249,0,0.560362165,0.016507864,0.337939508,0,0.015094607,0,0.017757425,0.012614673,,53059196.21
DE,usa,2038,0,0,6.722014328,15.76018129,0,0,0,443.9712493,0,0,0,0,0,30.89195267,0,1628.616485,201.8444899,0,0,934.505337,0,29.30742392,138.2118922,361.5075224,0,0,0,0,0,0,0,0,0,57513.76777,0,2289735.311,211549.6581,0,0,49561.12129,43510.40274,200448.3295,645144.246,0,0,0,0,0,0,0,0,0,0.016444426,0,0.654684672,0.060486606,0,0,0.014170593,0.012440562,0.057312497,0.184460644,,3497462.837
FL,usa,2038,0,926.92534,0,0,0,0,239.4196176,7716.436884,0,0,0,0,59.55711881,0,0,36793.30514,9251.711122,3926.438415,0,4166.182889,0,0,1165.055374,4838.636903,0,125838.951,45117842.36,0,0,0,0,218280.6364,0,0,0,134252796.8,4855869.572,31362247.79,0,4597084.589,0,1857180.744,10737907.24,0,0.000539792,0.19353494,0,0,0,0,0.000936324,0,0,0,0.57588319,0.020829463,0.134529721,0,0.019719394,0,0.007966457,0.046060719,,233125048.6
GA,usa,2038,0,181.2702125,0,0,0,0,260.318752,9113.322035,0,0,0,0,2463.499005,0,0,8673.140784,8370.157477,6779.765834,0,1136.349827,2017.798434,0,80.22983774,3009.258785,0,136823.5361,54171094.35,0,0,0,0,3664277.655,0,0,0,28321033.53,253532.3498,54153070.44,0,239380.2158,0,121464.238,6054110.688,0,0.000930046,0.368223314,0,0,0,0,0.024907609,0,0,0,0.192509768,0.001723364,0.368100798,0,0.001627166,0,0.000825643,0.041152292,,147114787
IA,usa,2038,0,2.382284752,0,0,0,0,1.082856706,5029.219684,0,0,0,0,196.4302064,12568.39293,0,1906.910659,1270.515773,0,0,1210.417226,0,0,97.85086958,125.6113779,0,1254.857665,33553656.88,0,0,0,0,1177490.767,0,44340358.03,0,4606875.255,330283.938,0,0,441801.8423,0,140261.9623,270569.3332,0,1.48E-05,0.395388257,0,0,0,0,0.013875269,0,0.52249616,0,0.054286315,0.003891987,0,0,0.005206087,0,0.001652813,0.003188324,,84862552.86
ID,usa,2038,0,0,0,0,0,0,39.52426976,0,0,0,12.99428047,0,2934.866529,999.260168,0,593.0806177,649.4212101,0,0,12.56113779,0,0,104.9386589,259.8856094,0,54468.6582,0,0,0,85372.42267,0,10799878.89,0,2672161.333,0,2430712.087,239809.6896,0,0,35224.17613,0,168240.4041,560821.9301,0,0.003195263,0,0,0,0.005008153,0,0.633546991,0,0.15675544,0,0.142591444,0.014067816,0,0,0.002066335,0,0.009869389,0.032899169,,17046689.59
IL,usa,2038,0,287.3901697,15.74987605,0,0,0,3.248570117,10254.65517,0,0,0,0,34.65141458,7249.509073,0,6295.728887,11416.77482,8105.615584,0,800.7725338,0,0,138.4087753,1874.905532,0,2610.914786,30112906.33,0,0,0,0,145256.7638,0,20154102.18,0,30425631.7,10344121.01,64743234.86,0,786196.6629,0,190584.6488,4047467.232,0,1.62E-05,0.187092334,0,0,0,0,0.000902484,0,0.125218004,0,0.189035305,0.064268315,0.402251539,0,0.004884662,0,0.001184108,0.025147028,,160952112.3
IN,usa,2038,0,71.46854257,0,0,0,0,0,16096.44836,0,0,0,0,89.87710657,3780.03608,0,4442.961063,3310.076378,0,0,835.8570911,0,0,199.9347245,397.5166966,0,0,67281927.65,0,0,0,0,468172.8133,0,10712455.17,0,22422248.25,159134.977,0,0,281507.1689,0,274325.1772,835552.243,0,0,0.6568235,0,0,0,0,0.004570424,0,0.104577745,0,0.21889176,0.001553517,0,0,0.002748145,0,0.002678033,0.008156876,,102435323.5
KS,usa,2038,0,0.039118198,0,0,0,0,0,5066.145097,0,0,0,0,8.446282304,7391.90473,0,288.0398837,2998.430218,1326.499464,0,1123.463832,0,0,73.83113902,32.70227251,0,0,28230392.11,0,0,0,0,37246.19371,0,26948386.97,0,815932.0157,185623.2286,10595353.98,0,44605.00916,0,114195.4095,82194.32402,0,0,0.421010259,0,0,0,0,0.000555466,0,0.401891243,0,0.012168295,0.002768268,0.158012425,0,0.000665211,0,0.001703038,0.001225794,,67053929.24
KY,usa,2038,0,8.662853645,0,0,0,0,0,10732.19281,0,0,0,0,1171.650955,0,0,1909.076372,5314.877283,0,0,37.8999847,0,0,17.12882425,114.8910965,0,0,64054641.59,0,0,0,0,4032815.918,0,0,0,14298783.48,2290816.24,0,0,114486.1902,0,24630.66617,161379.6072,0,0,0.753783073,0,0,0,0,0.047457425,0,0,0,0.168265417,0.026957898,0,0,0.001347252,0,0.000289849,0.001899085,,84977553.69
LA,usa,2038,0,1.082856706,0,0,0,0,12.01970943,1829.053261,0,0,0,0,207.9084875,0,0,7682.110327,2204.371396,2309.625067,0,6489.23538,0,0,146.8747459,131.1339471,0,0,5164770.307,0,0,0,0,1032299.172,0,0,0,49064895.73,2177242.5,18448024.91,0,6667989.157,0,218705.4559,231798.1623,0,0,0.062221856,0,0,0,0,0.012436482,0,0,0,0.591102547,0.026230028,0.222250029,0,0.080331677,0,0.002634824,0.002792556,,83005725.39
MA,usa,2038,0,294.1038812,0,0,0,0,62.37254624,0,0,0,0,0,277.2827852,343.3136129,0,6784.85526,1044.307007,0,0,2727.282899,1914.490656,0,2655.952174,1041.383294,0,54348.41563,0,0,0,0,0,1180442.521,0,1052552.799,0,13380936.98,413798.7555,0,0,4703379.276,0,3648313.099,1970329.933,0,0.002058332,0,0,0,0,0,0.044706786,0,0.039863231,0,0.506774936,0.01567176,0,0,0.17813063,0,0.13817221,0.074622116,,26404101.78
MD,usa,2038,0,15.15999388,103.9564309,0,0,0,1.94914207,3208.504419,0,0,0,0,638.8854563,1002.972603,0,2907.037112,1861.322391,1849.302682,0,2654.948071,0,0,1145.957719,519.7712187,0,2447.342783,3467655.079,0,0,0,0,1987690.635,0,2637795.258,0,19912726.38,132899.9564,14771220.84,0,637585.188,0,1642429.235,1039985.076,0,5.29E-05,0.075004812,0,0,0,0,0.042993423,0,0.05705508,0,0.430709012,0.002874604,0.319499089,0,0.013790863,0,0.035525475,0.022494707,,46232434.99
ME,usa,2038,0,40.06569811,0,0,0,0,232.5976204,0,0,0,0,0,655.157544,1093.143844,0,1387.789154,192.7484936,0,0,994.6038841,0,0,81.50957748,217.5459122,0,0,0,0,0,0,0,4225140.476,1294576.849,3778084.032,0,44224.85647,0,0,0,86236.35105,0,109615.227,406871.6098,0,0,0,0,0,0,0,0.424861432,0.13017692,0.379907414,0,0.004447056,0,0,0,0.008671546,0,0.011022422,0.040913209,,9944749.402
MI,usa,2038,0,2.165713411,0.068740363,0,0,0,203.2522036,7031.530018,0,0,0,0,282.6256002,3587.612335,0,7400.242726,4539.33531,3592.918549,0,2975.581941,2416.936167,0,90.95996327,206.8256308,0,65484.99233,44547442.37,0,0,0,0,1574394.633,1287749.437,11805542.95,0,31049018.09,4684040.108,28698273.08,0,3418679.662,0,119681.087,423114.8155,0,0.00051291,0.348917119,0,0,0,0,0.01233142,0.010086277,0.092466724,0,0.24319093,0.036687668,0.224778758,0,0.026776753,0,0.0009374,0.00331404,,127673421.2
MN,usa,2038,0,34.65141458,0.488405023,0,0,0,93.01739101,3329.242941,0,0,0,0,185.8182107,5291.812435,0,2706.383764,3054.197338,1794.293561,0,927.7916254,0,0,747.2695684,1217.239223,0,40103.03154,20426322.31,0,0,0,0,883555.2998,7953750.346,17753894.85,0,3206006.677,1649918.113,14331838,0,791779.8546,0,1017567.179,2432656.052,0,0.000568939,0.289786894,0,0,0,0,0.012534941,0.112839334,0.251873341,0,0.045483406,0.02340728,0.203324845,0,0.011232929,0,0.014436159,0.034511932,,70487391.71
MO,usa,2038,0,23.1731335,0,0,0,0,0,10505.33433,0,0,0,0,617.2283222,2631.558366,0,1943.619501,3766.067337,1288.59948,0,1291.956335,711.4368556,0,176.30876,98.64824588,0,0,62901074.27,0,0,0,0,1250611.97,0,9324078.924,0,2269588.672,536119.1945,10292629.58,0,81775.85013,0,257944.6448,213044.7241,0,0,0.721948072,0,0,0,0,0.014353919,0,0.107017263,0,0.02604924,0.006153317,0.118133818,0,0.000938584,0,0.002960564,0.002445224,,87126867.83
MS,usa,2038,0,0,0,0,0,0,0,1563.645083,0,0,0,0,0,0,0,8472.270865,1440.41599,1517.082245,0,2179.140834,0,0,9.942593388,236.1710475,0,0,10904150.57,0,0,0,0,0,0,0,0,10438452.31,48600.55809,12117625.25,0,7929.779407,0,14934.99492,502713.9485,0,0,0.320386086,0,0,0,0,0,0,0,0,0.306702925,0.001427983,0.356040436,0,0.000232993,0,0.00043882,0.014770757,,34034407.41
MT,usa,2038,0,433.1426823,0,0,0,0,0,1759.642147,0,0,0,0,3020.845352,1549.892803,0,43.31426823,438.4486801,0,0,56.30854869,0,0,16.63661666,18.408564,0,0,5558425.252,0,0,0,0,11571559.97,75886.59793,4757814.015,0,1645.942193,182427.6949,0,0,0,0,24395.35175,35098.00122,0,0,0.250297743,0,0,0,0,0.521071204,0.003417199,0.214245952,0,7.41E-05,0.00821478,0,0,0,0,0.001098531,0.001580475,,22207252.83
NC,usa,2038,0,21.22399143,0,0,0,0,214.0807707,10752.76709,0,0,0,0,1989.099483,225.2341948,0,6107.528391,6483.279668,5576.278891,0,385.0638445,93.12567668,0,454.6029333,6305.582883,0,8953.708956,49000652.29,0,0,0,0,4941365.032,0,378777.5114,0,39673613.43,4607710.484,44540273.37,0,483114.9138,0,368289.2656,13032994.29,0,5.70E-05,0.312035024,0,0,0,0,0.031466499,0,0.002412046,0,0.252640656,0.029341794,0.283631434,0,0.003076465,0,0.002345258,0.082993807,,157035744.3
ND,usa,2038,0,0,0,0,0,0,0,2900.973114,0,0,0,0,550.0912065,4684.329823,0,5.73914054,563.9517723,0,0,129.834519,0,0,59.26179425,0,0,0,14358785.56,0,0,0,0,1962150.453,7953750.346,16653316.95,0,218.0873405,451441.0236,0,0,307290.9587,0,82763.24086,0,0,0,0.343760665,0,0,0,0,0.046975431,0.190419064,0.398693558,0,5.22E-06,0.010807855,0,0,0.007356788,0,0.001981417,0,,41769716.62
NE,usa,2038,0,0.220902768,0,0,0,0,0,4090.598408,0,0,0,0,306.4484477,2925.987104,0,366.2221378,1235.972644,833.7996633,0,751.719125,0,0,59.45867729,25.23056124,0,0,11740658.43,0,0,0,0,1164852.011,0,10959293.75,0,30314.89591,30855.24109,6659936.79,0,55508.45585,0,91234.43083,57426.61098,0,0,0.381313014,0,0,0,0,0.037832055,0,0.355935858,0,0.000984567,0.001002116,0.216301376,0,0.001802803,0,0.002963111,0.001865101,,30790080.61
NH,usa,2038,0,0,0,0,0,0,227.2916225,526.2683589,0,0,0,0,533.8483559,1135.029283,0,1362.233736,0,1354.004025,0,547.3840647,0,0,127.5802082,0,0,0,2758731.803,0,0,0,0,1543829.938,0,3547929.335,0,37815.52187,0,10815045.4,0,114981.8014,0,173267.7454,0,0,0,0.145260619,0,0,0,0,0.081290139,0,0.1868157,0,0.001991171,0,0.569464633,0,0.00605435,0,0.009123388,0,,18991601.55
NJ,usa,2038,0,596.4124086,317.4713989,0,0,0,0,501.3626547,0,0,0,0,4.331426823,604.7795849,0,9279.540539,2762.367456,3754.372484,0,356.9095702,454.7998164,111.8734854,2665.599443,3121.131008,0,0,0,0,0,0,0,25435.49525,0,1303141.149,0,32703448.31,1565572.734,29987879.02,0,811969.4371,174120.6578,3734008.659,5754457.257,0,0,0,0,0,0,0,0.000334413,0,0.017133061,0,0.429968896,0.020583382,0.394265923,0,0.010675376,0.002289253,0.049092914,0.075656781,,76060032.72
NM,usa,2038,0,120.4136657,0,0,0,0,2.382284752,1667.599327,1.082856706,0,9.312567668,0,86.62853645,3565.197418,0,1537.439951,1390.496296,0,0,714.9019971,0,0,265.1030098,1373.928588,0,0,11826822.54,2986.128273,0,69352.17399,0,219124.6514,0,12069617.2,0,3357987.173,184122.2958,0,0,134405.6733,0,511494.0731,3832849.883,0,0,0.36719271,9.27E-05,0,0.002153208,0,0.006803262,0,0.374730866,0,0.104256947,0.005716528,0,0,0.004172954,0,0.015880588,0.119000224,,32208761.8
NV,usa,2038,0,357.3427129,0,0,0,0,0,526.7015016,119.1142376,0,705.8060007,0,899.8539224,162.4285058,0,5903.193331,1275.172057,0,0,134.0576602,0,0,438.3600827,4045.011224,0,0,2694625.493,711146.7838,0,4885812.94,0,2358445.573,0,270207.8072,0,22551052.88,0,0,0,250885.1525,0,846925.1008,9876406.922,0,0,0.060627622,0.01600042,0,0.109928159,0,0.053063755,0,0.00607953,0,0.507386541,0,0,0,0.005644781,0,0.019055358,0.222213835,,44445508.66
NY,usa,2038,0,975.8826676,106.9740381,0,0,0,59.55711881,563.0854869,0,0,0,0,4807.883773,6715.949413,0,10746.05338,3018.747187,3619.231967,0,13653.52363,1549.892803,0,1926.992728,1277.662627,0,31303.22165,295957.7319,0,0,0,0,28382501.28,14320276.29,20550722.34,0,33327499.25,1586653.522,28908450.3,0,8582752.244,0,2575935.214,2472542.65,0,0.000221954,0.002098476,0,0,0,0,0.20124496,0.101537331,0.145714053,0,0.236307265,0.011250102,0.20497418,0,0.060855652,0,0.018264563,0.017531462,,141034594
OH,usa,2038,0,106.1199572,0.098106818,0,0,0,10.39542437,10816.1142,0,0,0,0,110.451384,1259.145777,0,12422.85698,6132.867238,2310.81621,22.09027679,800.7725338,0,0,204.5614758,981.6096037,0,3263.643482,51952411.96,0,0,0,0,509872.9186,0,3206606.417,0,80676663.07,1420830.474,18457539.1,61098.0925,1633749.774,0,270413.2529,2024805.929,0,2.04E-05,0.324262278,0,0,0,0,0.003182385,0,0.020014114,0,0.503545409,0.008868149,0.115203192,0.000381345,0.01019709,0,0.001687791,0.012637877,,160217254.6
OK,usa,2038,0,21.65713411,0,0,0,0,0,3514.952866,0,0,0,0,926.92534,12535.25751,0,7927.810513,1826.454405,0,0,6027.721852,279.3770301,0,36.91556951,43.85569658,0,0,13060431.09,0,0,0,0,2443959.016,0,46540854.68,0,20441124,2504368.723,0,0,6027342.479,0,58719.69489,104106.8109,0,0,0.143236469,0,0,0,0,0.026803408,0,0.510423251,0,0.224182066,0.027465934,0,0,0.066103121,0,0.000643991,0.001141761,,91180906.49
OR,usa,2038,0,77.15354028,0,0,0,0,64.10511697,0,0,0,21.11570576,0,7204.187188,4272.194561,0,3635.474818,815.3910993,0,0,47.97055206,0,0,223.6591305,1074.73528,0,28456.42169,0,0,0,157252.0224,0,30465298.21,0,11339553.05,0,13730750.84,856954.261,0,0,219555.7673,0,298985.6641,2408575.193,0,0.000478216,0,0,0,0.002642652,0,0.511975513,0,0.190563488,0,0.230748052,0.01440129,0,0,0.003689679,0,0.005024515,0.040476594,,59505381.43
PA,usa,2038,0,65.8376877,0,0,0,0,2.707141764,11105.34523,0,0,0,0,865.8522218,4822.258295,0,22070.02954,2148.712561,9846.632596,0,5578.769462,1702.250741,0,859.6897828,165.4605046,0,0,40683760.5,0,0,0,0,2779839.713,0,13697823.07,0,122446496.1,1385151.771,78649528.85,0,6324433.096,0,1167983.464,292383.7396,0,0,0.152130113,0,0,0,0,0.010394745,0,0.051220717,0,0.457868176,0.005179543,0.294096748,0,0.023649159,0,0.004367479,0.00109332,,267427400.3
RI,usa,2038,0,0.766932344,0,0,0,0,3.465141458,0,0,0,0,0,4.331426823,22.79261765,0,1899.547233,0,0,32.48570117,49.59483712,0,0,136.3415034,194.3727787,0,0,0,0,0,0,0,15061.53015,0,64869.36723,0,2205512.578,0,0,78163.77978,182880.5376,0,188979.903,383019.6168,0,0,0,0,0,0,0,0.004829755,0,0.020801549,0,0.707237951,0,0,0.025064646,0.05864399,0,0.060599863,0.122822246,,3118487.313
SC,usa,2038,0,8.662853645,0,0,0,0,155.9313656,5884.243338,0,0,0,0,1446.696559,0,0,3448.898607,2794.311729,7140.573688,0,543.1609235,2941.038812,0,630.5179272,2694.255769,0,185524.6699,32859435.49,0,0,0,0,2242554.612,0,0,0,9874582.462,268591.5544,57035006.72,0,522421.6163,0,973908.6244,4524416.556,0,0.001710118,0.302889788,0,0,0,0,0.020671289,0,0,0,0.09102135,0.002475808,0.525733958,0,0.004815548,0,0.008977238,0.041704903,,108486442.3
SD,usa,2038,0,1.732570729,0,0,0,0,0,513.2740785,0,0,0,0,1726.073589,2986.302223,0,319.4427282,1038.351295,0,0,231.081621,0,0,59.65556033,1.082856706,0,0,2802742.057,0,0,0,0,4549631.72,0,11699991.25,0,1236201.511,510256.2472,0,0,12421.71998,0,89053.99876,2335.99254,0,0,0.134085589,0,0,0,0,0.217658292,0,0.559737638,0,0.059140943,0.024411097,0,0,0.000594266,0,0.00426042,0.000111756,,20902634.5
TN,usa,2038,0,0,0,0,0,0,1.94914207,6187.443216,0,0,0,0,2777.52745,31.51113013,0,2658.521498,3862.76644,4897.436023,0,60.20683283,1750.221293,0,125.6113779,512.4077931,0,1024.469072,35129497.04,0,0,0,0,9144164.998,0,35045.48986,0,19912049.53,1689375.445,39118046.91,0,61455.7904,0,182843.502,809138.3483,0,9.66E-06,0.331152171,0,0,0,0,0.086198504,0,0.00033036,0,0.187703184,0.015925088,0.368750687,0,0.00057932,0,0.001723595,0.007627434,,106082641.5
TX,usa,2038,0,1856.016393,0,0,0,0,212.7813427,20382.17863,0,0,0,0,741.7568434,40852.3935,0,41896.15908,17594.87317,5370.96926,0,16801.82122,0,0,1548.288206,12383.33271,0,129130.7401,106816858.4,0,0,0,0,958578.5152,0,131274973.5,0,145448291.4,10616899.23,42900372.05,0,6055900.064,0,2375210.753,31524510.18,0,0.000270091,0.223419152,0,0,0,0,0.002004972,0,0.274575977,0,0.304221023,0.022206407,0.089730824,0,0.012666578,0,0.004968013,0.065936964,,478100724.9
UT,usa,2038,0,0,0,0,0,0,3.248570117,4960.566568,1.624285058,0,87.71139316,0,289.1628061,420.3649731,0,1990.723768,587.9911912,0,0,306.1235907,0,0,481.3790264,1794.510133,0,18781.93299,35044703.29,4479.192409,0,613307.5242,0,814300.6911,0,602312.6072,0,8070396.204,386389.3809,0,0,89078.03872,0,809122.3805,4422633.14,0,0.000369174,0.688832548,8.80E-05,0,0.012055065,0,0.016005752,0,0.011838951,0,0.158630294,0.007594802,0,0,0.001750902,0,0.015903968,0.086930502,,50875504.39
VA,usa,2038,0,491.476173,0,0,0,0,213.647628,2957.173377,0,0,0,0,932.3396235,77.96568281,0,10854.55562,4539.660167,3863.632726,25.98856094,2455.161009,3509.538583,0,334.3073975,2548.719828,0,113589.9185,11824739.28,0,0,0,0,1350980.486,0,179271.0713,0,62165383.36,2311618.938,30860590.21,64237.64094,1150809.236,0,484212.9643,4585728.687,0,0.000986956,0.102742375,0,0,0,0,0.011738351,0,0.001557644,0,0.540140376,0.020085113,0.2681404,0.000558146,0.00999911,0,0.004207212,0.039844317,,115091161.8
VT,usa,2038,0,23.60627618,0,0,0,0,77.96568281,0,0,0,0,0,305.365591,795.3625817,0,0,0,0,0,129.6179477,0,0,165.873959,136.9813733,0,0,0,0,0,0,0,1451063.458,26065053.93,2467196.791,0,0,0,0,0,45100.62038,0,215723.9449,247871.4603,0,0,0,0,0,0,0,0.047588317,0.85481586,0.080912894,0,0,0,0,0,0.001479096,0,0.00707477,0.008129063,,30492010.21
WA,usa,2038,0,16.02627924,0,0,0,0,54.14283528,725.5139928,0,0,0,0,23378.33485,3905.430995,0,2853.977133,675.486013,1259.362349,0,77.53254012,340.0170056,0,216.1775751,296.9193087,0,0,4196334.66,0,0,0,0,92214054.16,10080832.78,9315782.395,0,3678757.365,0,10059099.33,0,342467.3481,0,269215.0702,600417.2646,0,0,0.032092629,0,0,0,0,0.70523247,0.077095955,0.071245021,0,0.028134314,0,0.076929743,0,0.002619114,0,0.002058897,0.004591857,,130756960.4
