state,scenario,analysis,emissions,MismatchMult
ID,PTC ITC Ext 95 by 2050,v6.2jedi_high,95% by 2050,0.9876217485249101
ID,PTC ITC Ext 95 by 2050,v6.2jedi_low,95% by 2050,0.9646457366734044
ID,PTC ITC Ext 95 by 2050,v6.2jedi_mid,95% by 2050,0.9789335772811635
ID,PTC ITC Ext 95 by 2050,v6.2nei_high,95% by 2050,0.9876217485249101
ID,PTC ITC Ext 95 by 2050,v6.2nei_low,95% by 2050,0.9646457366734044
ID,PTC ITC Ext 95 by 2050,v6.2nei_mid,95% by 2050,0.9789335772811635
ID,Reduced RE Resource,v6.2jedi_high,NNP,1.856344911537709
ID,Reduced RE Resource,v6.2jedi_low,NNP,1.811233844801805
ID,Reduced RE Resource,v6.2jedi_mid,NNP,1.8397860130593147
ID,Reduced RE Resource,v6.2nei_high,NNP,1.856344911537709
ID,Reduced RE Resource,v6.2nei_low,NNP,1.811233844801805
ID,Reduced RE Resource,v6.2nei_mid,NNP,1.8397860130593147
ID,Reduced RE Resource 95 by 2035,v6.2jedi_high,95% by 2035,1.269886330493847
ID,Reduced RE Resource 95 by 2035,v6.2jedi_low,95% by 2035,1.2473445499009446
ID,Reduced RE Resource 95 by 2035,v6.2jedi_mid,95% by 2035,1.260630395664468
ID,Reduced RE Resource 95 by 2035,v6.2nei_high,95% by 2035,1.269886330493847
ID,Reduced RE Resource 95 by 2035,v6.2nei_low,95% by 2035,1.2473445499009446
ID,Reduced RE Resource 95 by 2035,v6.2nei_mid,95% by 2035,1.260630395664468
ID,Reduced RE Resource 95 by 2050,v6.2jedi_high,95% by 2050,1.2158436969807598
ID,Reduced RE Resource 95 by 2050,v6.2jedi_low,95% by 2050,1.3331861172065929
ID,Reduced RE Resource 95 by 2050,v6.2jedi_mid,95% by 2050,1.2268932977344118
ID,Reduced RE Resource 95 by 2050,v6.2nei_high,95% by 2050,1.2158436969807598
ID,Reduced RE Resource 95 by 2050,v6.2nei_low,95% by 2050,1.3331861172065929
ID,Reduced RE Resource 95 by 2050,v6.2nei_mid,95% by 2050,1.2268932977344118
IL,Electrification,v6.2jedi_high,NNP,1.0805683265213637
IL,Electrification,v6.2jedi_low,NNP,1.142548379458875
IL,Electrification,v6.2jedi_mid,NNP,1.0901848384724515
IL,Electrification,v6.2nei_high,NNP,1.0033403103516607
IL,Electrification,v6.2nei_low,NNP,1.0557582753020822
IL,Electrification,v6.2nei_mid,NNP,1.0115732638405184
IL,Electrification 95 by 2035,v6.2jedi_high,95% by 2035,0.5746343989298277
IL,Electrification 95 by 2035,v6.2jedi_low,95% by 2035,0.6518515890088985
IL,Electrification 95 by 2035,v6.2jedi_mid,95% by 2035,0.5975149327989272
IL,Electrification 95 by 2035,v6.2nei_high,95% by 2035,0.582664972221031
IL,Electrification 95 by 2035,v6.2nei_low,95% by 2035,0.6470053447569758
IL,Electrification 95 by 2035,v6.2nei_mid,95% by 2035,0.6017037711124579
IL,Electrification 95 by 2050,v6.2jedi_high,95% by 2050,0.9053586466343351
IL,Electrification 95 by 2050,v6.2jedi_low,95% by 2050,1.0623167758380547
IL,Electrification 95 by 2050,v6.2jedi_mid,95% by 2050,0.9374032287023845
IL,Electrification 95 by 2050,v6.2nei_high,95% by 2050,0.8586148388980248
IL,Electrification 95 by 2050,v6.2nei_low,95% by 2050,0.9900029912332429
IL,Electrification 95 by 2050,v6.2nei_mid,95% by 2050,0.8854482369064864
IL,Electrification EnhancedFlex,v6.2jedi_high,NNP,1.098439803077893
IL,Electrification EnhancedFlex,v6.2jedi_low,NNP,1.137827255493848
IL,Electrification EnhancedFlex,v6.2jedi_mid,NNP,1.1044109010397671
IL,Electrification EnhancedFlex,v6.2nei_high,NNP,1.0183136606120502
IL,Electrification EnhancedFlex,v6.2nei_low,NNP,1.0519302493094966
IL,Electrification EnhancedFlex,v6.2nei_mid,NNP,1.023520804308782
IL,Electrification EnhancedFlex 95 by 2035,v6.2jedi_high,95% by 2035,0.7687618432051875
IL,Electrification EnhancedFlex 95 by 2035,v6.2jedi_low,95% by 2035,0.8648584360942088
IL,Electrification EnhancedFlex 95 by 2035,v6.2jedi_mid,95% by 2035,0.7962320171481065
IL,Electrification EnhancedFlex 95 by 2035,v6.2nei_high,95% by 2035,0.7443471531687713
IL,Electrification EnhancedFlex 95 by 2035,v6.2nei_low,95% by 2035,0.824720644492959
IL,Electrification EnhancedFlex 95 by 2035,v6.2nei_mid,95% by 2035,0.7672963272366002
IL,Electrification EnhancedFlex 95 by 2050,v6.2jedi_high,95% by 2050,0.8822621100965621
IL,Electrification EnhancedFlex 95 by 2050,v6.2jedi_low,95% by 2050,1.0224523232048701
IL,Electrification EnhancedFlex 95 by 2050,v6.2jedi_mid,95% by 2050,0.9103920485774472
IL,Electrification EnhancedFlex 95 by 2050,v6.2nei_high,95% by 2050,0.8394347154910857
IL,Electrification EnhancedFlex 95 by 2050,v6.2nei_low,95% by 2050,0.9567564087418339
IL,Electrification EnhancedFlex 95 by 2050,v6.2nei_mid,95% by 2050,0.8629871497819642
IL,High Demand Growth,v6.2jedi_high,NNP,0.7996253904540513
IL,High Demand Growth,v6.2jedi_low,NNP,0.8315530970135494
IL,High Demand Growth,v6.2jedi_mid,NNP,0.8049514625919323
IL,High Demand Growth,v6.2nei_high,NNP,0.7676029485346175
IL,High Demand Growth,v6.2nei_low,NNP,0.7942084811891784
IL,High Demand Growth,v6.2nei_mid,NNP,0.772079559657625
IL,High Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,0.5694026264178421
IL,High Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,0.639818146665277
IL,High Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,0.5895639127180784
IL,High Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,0.5795523816766565
IL,High Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,0.637441146901526
IL,High Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,0.5960996397594321
IL,High Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,0.8506568525050365
IL,High Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,0.9882618397216189
IL,High Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,0.8781380765818684
IL,High Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,0.81035443356682
IL,High Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,0.9240217954035794
IL,High Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,0.8330633462967825
IL,High NG Price,v6.2jedi_high,NNP,0.5861536669505762
IL,High NG Price,v6.2jedi_low,NNP,0.6255612589923323
IL,High NG Price,v6.2jedi_mid,NNP,0.5975685296614939
IL,High NG Price,v6.2nei_high,NNP,0.5928731946463821
IL,High NG Price,v6.2nei_low,NNP,0.6245851611003504
IL,High NG Price,v6.2nei_mid,NNP,0.6020404427309629
IL,High NG Price 95 by 2035,v6.2jedi_high,95% by 2035,0.6993668436805345
IL,High NG Price 95 by 2035,v6.2jedi_low,95% by 2035,0.7794081428820951
IL,High NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,0.7219874091252363
IL,High NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.685627909668386
IL,High NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.750344707738763
IL,High NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.7038866264190632
IL,High NG Price 95 by 2050,v6.2jedi_high,95% by 2050,0.7130671407752183
IL,High NG Price 95 by 2050,v6.2jedi_low,95% by 2050,0.8202120791252162
IL,High NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,0.7358779069409163
IL,High NG Price 95 by 2050,v6.2nei_high,95% by 2050,0.697875386040142
IL,High NG Price 95 by 2050,v6.2nei_low,95% by 2050,0.7844708600062225
IL,High NG Price 95 by 2050,v6.2nei_mid,95% by 2050,0.7162921849306555
IL,High RE Cost,v6.2jedi_high,NNP,0.9059171885180721
IL,High RE Cost,v6.2jedi_low,NNP,0.9049886609049165
IL,High RE Cost,v6.2jedi_mid,NNP,0.9044013479276745
IL,High RE Cost,v6.2nei_high,NNP,0.8558312408922198
IL,High RE Cost,v6.2nei_low,NNP,0.8555670962748692
IL,High RE Cost,v6.2nei_mid,NNP,0.8547338208140406
IL,High RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.6144759986822121
IL,High RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.7049047400420758
IL,High RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.6407074155999313
IL,High RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.6155966723385029
IL,High RE Cost 95 by 2035,v6.2nei_low,95% by 2035,0.6903040181193891
IL,High RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.6372353350432989
IL,High RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,0.8654680153323897
IL,High RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,1.0376180341780337
IL,High RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,0.8987066444139233
IL,High RE Cost 95 by 2050,v6.2nei_high,95% by 2050,0.8225093116497724
IL,High RE Cost 95 by 2050,v6.2nei_low,95% by 2050,0.9651833652376242
IL,High RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,0.8500640967227873
IL,High Trans,v6.2jedi_high,NNP,0.8026965813440812
IL,High Trans,v6.2jedi_low,NNP,0.8364307772124093
IL,High Trans,v6.2jedi_mid,NNP,0.8075851991570552
IL,High Trans,v6.2nei_high,NNP,0.7668199623930216
IL,High Trans,v6.2nei_low,NNP,0.7943896589951995
IL,High Trans,v6.2nei_mid,NNP,0.7708722945378452
IL,High Trans 95 by 2035,v6.2jedi_high,95% by 2035,0.4987608876514654
IL,High Trans 95 by 2035,v6.2jedi_low,95% by 2035,0.5485824179535969
IL,High Trans 95 by 2035,v6.2jedi_mid,95% by 2035,0.5136860674241951
IL,High Trans 95 by 2035,v6.2nei_high,95% by 2035,0.5237065485286952
IL,High Trans 95 by 2035,v6.2nei_low,95% by 2035,0.5635465383908291
IL,High Trans 95 by 2035,v6.2nei_mid,95% by 2035,0.5356170540681755
IL,High Trans 95 by 2050,v6.2jedi_high,95% by 2050,0.6688575985579532
IL,High Trans 95 by 2050,v6.2jedi_low,95% by 2050,0.7639588545213305
IL,High Trans 95 by 2050,v6.2jedi_mid,95% by 2050,0.6870665087356689
IL,High Trans 95 by 2050,v6.2nei_high,95% by 2050,0.6601058649995617
IL,High Trans 95 by 2050,v6.2nei_low,95% by 2050,0.7367885254567964
IL,High Trans 95 by 2050,v6.2nei_mid,95% by 2050,0.67477129745299
IL,Low Demand Growth,v6.2jedi_high,NNP,0.677475187590985
IL,Low Demand Growth,v6.2jedi_low,NNP,0.6963240188641197
IL,Low Demand Growth,v6.2jedi_mid,NNP,0.6803089476214865
IL,Low Demand Growth,v6.2nei_high,NNP,0.6665405672173276
IL,Low Demand Growth,v6.2nei_low,NNP,0.6819308281867651
IL,Low Demand Growth,v6.2nei_mid,NNP,0.6688687440471216
IL,Low Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,0.5693184324346228
IL,Low Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,0.6430717442797717
IL,Low Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,0.5905428419761986
IL,Low Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,0.5814112964609626
IL,Low Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,0.641029229152834
IL,Low Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,0.5985345399774301
IL,Low Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,0.9201211838840505
IL,Low Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,1.0846766861174377
IL,Low Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,0.9499929677815552
IL,Low Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,0.8637464312048707
IL,Low Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,0.9976785961214861
IL,Low Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,0.8880916525842286
IL,Low Everything,v6.2jedi_high,NNP,0.8955483181396681
IL,Low Everything,v6.2jedi_low,NNP,0.9079168891129574
IL,Low Everything,v6.2jedi_mid,NNP,0.8978818652656184
IL,Low Everything,v6.2nei_high,NNP,0.8192306961427471
IL,Low Everything,v6.2nei_low,NNP,0.8301548563343188
IL,Low Everything,v6.2nei_mid,NNP,0.8213815184522929
IL,Low Everything 95 by 2035,v6.2jedi_high,95% by 2035,0.7213855385764305
IL,Low Everything 95 by 2035,v6.2jedi_low,95% by 2035,0.8086705932477923
IL,Low Everything 95 by 2035,v6.2jedi_mid,95% by 2035,0.7470922409857444
IL,Low Everything 95 by 2035,v6.2nei_high,95% by 2035,0.7086509038953679
IL,Low Everything 95 by 2035,v6.2nei_low,95% by 2035,0.7802235421608623
IL,Low Everything 95 by 2035,v6.2nei_mid,95% by 2035,0.7296970084789824
IL,Low Everything 95 by 2050,v6.2jedi_high,95% by 2050,0.8935052506626533
IL,Low Everything 95 by 2050,v6.2jedi_low,95% by 2050,1.0728241424931653
IL,Low Everything 95 by 2050,v6.2jedi_mid,95% by 2050,0.9255200708601286
IL,Low Everything 95 by 2050,v6.2nei_high,95% by 2050,0.8177755992607112
IL,Low Everything 95 by 2050,v6.2nei_low,95% by 2050,0.9653350770775052
IL,Low Everything 95 by 2050,v6.2nei_mid,95% by 2050,0.8441776134200221
IL,Low NG Price,v6.2jedi_high,NNP,1.153797201060284
IL,Low NG Price,v6.2jedi_low,NNP,1.1396539092515416
IL,Low NG Price,v6.2jedi_mid,NNP,1.149534901771621
IL,Low NG Price,v6.2nei_high,NNP,1.0556265432375564
IL,Low NG Price,v6.2nei_low,NNP,1.0450932595371247
IL,Low NG Price,v6.2nei_mid,NNP,1.0524613348347829
IL,Low NG Price 95 by 2035,v6.2jedi_high,95% by 2035,0.6037241501517518
IL,Low NG Price 95 by 2035,v6.2jedi_low,95% by 2035,0.6820906396016079
IL,Low NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,0.6270673602424182
IL,Low NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.6075896721694861
IL,Low NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.6716411123185618
IL,Low NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.626637082199867
IL,Low NG Price 95 by 2050,v6.2jedi_high,95% by 2050,1.0734956588395037
IL,Low NG Price 95 by 2050,v6.2jedi_low,95% by 2050,1.2899238131536033
IL,Low NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,1.112422382878072
IL,Low NG Price 95 by 2050,v6.2nei_high,95% by 2050,0.9903441339390182
IL,Low NG Price 95 by 2050,v6.2nei_low,95% by 2050,1.1682258782988437
IL,Low NG Price 95 by 2050,v6.2nei_mid,95% by 2050,1.0223947255600683
IL,Low Nuclear CCS Cost,v6.2jedi_high,NNP,0.6958580751453086
IL,Low Nuclear CCS Cost,v6.2jedi_low,NNP,0.7066719810947878
IL,Low Nuclear CCS Cost,v6.2jedi_mid,NNP,0.6977397894245453
IL,Low Nuclear CCS Cost,v6.2nei_high,NNP,0.6821381978595779
IL,Low Nuclear CCS Cost,v6.2nei_low,NNP,0.6911463930259448
IL,Low Nuclear CCS Cost,v6.2nei_mid,NNP,0.6837218927622324
IL,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.576795750704651
IL,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.6461595795502992
IL,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.5975243927914997
IL,Low Nuclear CCS Cost 95 by 2035,v6.2nei_high,95% by 2035,0.5850151737731507
IL,Low Nuclear CCS Cost 95 by 2035,v6.2nei_low,95% by 2035,0.6417917711341005
IL,Low Nuclear CCS Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.6019544038312629
IL,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_high,95% by 2050,0.81667364075409
IL,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_low,95% by 2050,0.9443664973923701
IL,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_mid,95% by 2050,0.8419505772640788
IL,Low Nuclear CCS Cost 95 by 2050,v6.2nei_high,95% by 2050,0.7810318861959588
IL,Low Nuclear CCS Cost 95 by 2050,v6.2nei_low,95% by 2050,0.8860860383632342
IL,Low Nuclear CCS Cost 95 by 2050,v6.2nei_mid,95% by 2050,0.8018337399451057
IL,Low RE Cost,v6.2jedi_high,NNP,0.7842483168873514
IL,Low RE Cost,v6.2jedi_low,NNP,0.8306547843581799
IL,Low RE Cost,v6.2jedi_mid,NNP,0.7971112181794398
IL,Low RE Cost,v6.2nei_high,NNP,0.75247618644823
IL,Low RE Cost,v6.2nei_low,NNP,0.7903319702614126
IL,Low RE Cost,v6.2nei_mid,NNP,0.7629591890897475
IL,Low RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.5711441294282015
IL,Low RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.6455502945294609
IL,Low RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.5927894457250297
IL,Low RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.5850339606688734
IL,Low RE Cost 95 by 2035,v6.2nei_low,95% by 2035,0.645007988174536
IL,Low RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.6024462528236969
IL,Low RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,0.8054449336404691
IL,Low RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,0.8867768478616626
IL,Low RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,0.8240297506498857
IL,Low RE Cost 95 by 2050,v6.2nei_high,95% by 2050,0.7708140657522679
IL,Low RE Cost 95 by 2050,v6.2nei_low,95% by 2050,0.8369254989960322
IL,Low RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,0.7859221141895313
IL,Low Trans,v6.2jedi_high,NNP,0.9830888112747004
IL,Low Trans,v6.2jedi_low,NNP,1.009544331515877
IL,Low Trans,v6.2jedi_mid,NNP,0.9861867328570635
IL,Low Trans,v6.2nei_high,NNP,0.914380666657646
IL,Low Trans,v6.2nei_low,NNP,0.9366217929694649
IL,Low Trans,v6.2nei_mid,NNP,0.9171203759544486
IL,Low Trans 95 by 2035,v6.2jedi_high,95% by 2035,0.7651172528598869
IL,Low Trans 95 by 2035,v6.2jedi_low,95% by 2035,0.8192298740991973
IL,Low Trans 95 by 2035,v6.2jedi_mid,95% by 2035,0.7810947342150246
IL,Low Trans 95 by 2035,v6.2nei_high,95% by 2035,0.738511903152725
IL,Low Trans 95 by 2035,v6.2nei_low,95% by 2035,0.7829086174527456
IL,Low Trans 95 by 2035,v6.2nei_mid,95% by 2035,0.7516011425062878
IL,Low Trans 95 by 2050,v6.2jedi_high,95% by 2050,0.9134408176173546
IL,Low Trans 95 by 2050,v6.2jedi_low,95% by 2050,1.0124481885986423
IL,Low Trans 95 by 2050,v6.2jedi_mid,95% by 2050,0.9336976224378318
IL,Low Trans 95 by 2050,v6.2nei_high,95% by 2050,0.8579309952319353
IL,Low Trans 95 by 2050,v6.2nei_low,95% by 2050,0.9389813315813222
IL,Low Trans 95 by 2050,v6.2nei_mid,95% by 2050,0.8745451239804389
IL,Mid Case,v6.2jedi_high,NNP,0.7508115763833058
IL,Mid Case,v6.2jedi_low,NNP,0.7836882377891277
IL,Mid Case,v6.2jedi_mid,NNP,0.7558914285602597
IL,Mid Case,v6.2nei_high,NNP,0.7270849226137992
IL,Mid Case,v6.2nei_low,NNP,0.7542844558569038
IL,Mid Case,v6.2nei_mid,NNP,0.7313179975066422
IL,Mid Case 95 by 2035,v6.2jedi_high,95% by 2035,0.5772552155545375
IL,Mid Case 95 by 2035,v6.2jedi_low,95% by 2035,0.6582830828338461
IL,Mid Case 95 by 2035,v6.2jedi_mid,95% by 2035,0.600464636301559
IL,Mid Case 95 by 2035,v6.2nei_high,95% by 2035,0.5873776944657365
IL,Mid Case 95 by 2035,v6.2nei_low,95% by 2035,0.6536962667904695
IL,Mid Case 95 by 2035,v6.2nei_mid,95% by 2035,0.6063412725066943
IL,Mid Case 95 by 2050,v6.2jedi_high,95% by 2050,0.8606040182723231
IL,Mid Case 95 by 2050,v6.2jedi_low,95% by 2050,1.0167740076760532
IL,Mid Case 95 by 2050,v6.2jedi_mid,95% by 2050,0.8902000017260162
IL,Mid Case 95 by 2050,v6.2nei_high,95% by 2050,0.8176234904970557
IL,Mid Case 95 by 2050,v6.2nei_low,95% by 2050,0.946099703190495
IL,Mid Case 95 by 2050,v6.2nei_mid,95% by 2050,0.8419837010601324
IL,Mid Case Base Flex,v6.2jedi_high,NNP,0.7301208873598033
IL,Mid Case Base Flex,v6.2jedi_low,NNP,0.7758689662673178
IL,Mid Case Base Flex,v6.2jedi_mid,NNP,0.7371075424840878
IL,Mid Case Base Flex,v6.2nei_high,NNP,0.7099694756695238
IL,Mid Case Base Flex,v6.2nei_low,NNP,0.7476071285109862
IL,Mid Case Base Flex,v6.2nei_mid,NNP,0.7157403148079957
IL,Mid Case Base Flex 95 by 2035,v6.2jedi_high,95% by 2035,0.5998019333795368
IL,Mid Case Base Flex 95 by 2035,v6.2jedi_low,95% by 2035,0.6842525861643937
IL,Mid Case Base Flex 95 by 2035,v6.2jedi_mid,95% by 2035,0.6239558811647841
IL,Mid Case Base Flex 95 by 2035,v6.2nei_high,95% by 2035,0.6071483063869173
IL,Mid Case Base Flex 95 by 2035,v6.2nei_low,95% by 2035,0.6761611457878293
IL,Mid Case Base Flex 95 by 2035,v6.2nei_mid,95% by 2035,0.6268529391097716
IL,Mid Case Base Flex 95 by 2050,v6.2jedi_high,95% by 2050,0.9071220642795594
IL,Mid Case Base Flex 95 by 2050,v6.2jedi_low,95% by 2050,1.0862880507223567
IL,Mid Case Base Flex 95 by 2050,v6.2jedi_mid,95% by 2050,0.9400001647883838
IL,Mid Case Base Flex 95 by 2050,v6.2nei_high,95% by 2050,0.8556003818643224
IL,Mid Case Base Flex 95 by 2050,v6.2nei_low,95% by 2050,1.0027199161949347
IL,Mid Case Base Flex 95 by 2050,v6.2nei_mid,95% by 2050,0.8826192050327621
IL,PTC ITC Ext,v6.2jedi_high,NNP,0.79212797501604
IL,PTC ITC Ext,v6.2jedi_low,NNP,0.8277933028905571
IL,PTC ITC Ext,v6.2jedi_mid,NNP,0.8028058427943537
IL,PTC ITC Ext,v6.2nei_high,NNP,0.7608990457710278
IL,PTC ITC Ext,v6.2nei_low,NNP,0.7904669981201656
IL,PTC ITC Ext,v6.2nei_mid,NNP,0.7697390564530222
IL,PTC ITC Ext 95 by 2035,v6.2jedi_high,95% by 2035,0.42420516606156405
IL,PTC ITC Ext 95 by 2035,v6.2jedi_low,95% by 2035,0.4794950859795761
IL,PTC ITC Ext 95 by 2035,v6.2jedi_mid,95% by 2035,0.44000087739343835
IL,PTC ITC Ext 95 by 2035,v6.2nei_high,95% by 2035,0.46093809054654755
IL,PTC ITC Ext 95 by 2035,v6.2nei_low,95% by 2035,0.5058891334461526
IL,PTC ITC Ext 95 by 2035,v6.2nei_mid,95% by 2035,0.4737520432040871
IL,PTC ITC Ext 95 by 2050,v6.2jedi_high,95% by 2050,0.6615272858840104
IL,PTC ITC Ext 95 by 2050,v6.2jedi_low,95% by 2050,0.72287376544438
IL,PTC ITC Ext 95 by 2050,v6.2jedi_mid,95% by 2050,0.6769555337305778
IL,PTC ITC Ext 95 by 2050,v6.2nei_high,95% by 2050,0.654794302863086
IL,PTC ITC Ext 95 by 2050,v6.2nei_low,95% by 2050,0.7051637911197016
IL,PTC ITC Ext 95 by 2050,v6.2nei_mid,95% by 2050,0.6674453082194008
IL,Reduced RE Resource,v6.2jedi_high,NNP,0.7615682906418858
IL,Reduced RE Resource,v6.2jedi_low,NNP,0.761676442320089
IL,Reduced RE Resource,v6.2jedi_mid,NNP,0.7613044010604425
IL,Reduced RE Resource,v6.2nei_high,NNP,0.7358193080289003
IL,Reduced RE Resource,v6.2nei_low,NNP,0.7361785298992728
IL,Reduced RE Resource,v6.2nei_mid,NNP,0.7357143650276828
IL,Reduced RE Resource 95 by 2035,v6.2jedi_high,95% by 2035,0.5090907518060727
IL,Reduced RE Resource 95 by 2035,v6.2jedi_low,95% by 2035,0.5429230554498435
IL,Reduced RE Resource 95 by 2035,v6.2jedi_mid,95% by 2035,0.5184261521566
IL,Reduced RE Resource 95 by 2035,v6.2nei_high,95% by 2035,0.5302325511217656
IL,Reduced RE Resource 95 by 2035,v6.2nei_low,95% by 2035,0.557731607818485
IL,Reduced RE Resource 95 by 2035,v6.2nei_mid,95% by 2035,0.5378015792479672
IL,Reduced RE Resource 95 by 2050,v6.2jedi_high,95% by 2050,0.6847198580504928
IL,Reduced RE Resource 95 by 2050,v6.2jedi_low,95% by 2050,0.7445266461452269
IL,Reduced RE Resource 95 by 2050,v6.2jedi_mid,95% by 2050,0.6958357067549644
IL,Reduced RE Resource 95 by 2050,v6.2nei_high,95% by 2050,0.6739187567628997
IL,Reduced RE Resource 95 by 2050,v6.2nei_low,95% by 2050,0.7230362977560663
IL,Reduced RE Resource 95 by 2050,v6.2nei_mid,95% by 2050,0.6830465258966618
IN,Electrification,v6.2jedi_high,NNP,1.1445522704240303
IN,Electrification,v6.2jedi_low,NNP,1.1353230483326722
IN,Electrification,v6.2jedi_mid,NNP,1.1416508683322515
IN,Electrification,v6.2nei_high,NNP,1.1445522704240303
IN,Electrification,v6.2nei_low,NNP,1.1353230483326722
IN,Electrification,v6.2nei_mid,NNP,1.1416508683322515
IN,Electrification 95 by 2035,v6.2jedi_high,95% by 2035,0.6733085081033352
IN,Electrification 95 by 2035,v6.2jedi_low,95% by 2035,0.7379760533460948
IN,Electrification 95 by 2035,v6.2jedi_mid,95% by 2035,0.6917978980166718
IN,Electrification 95 by 2035,v6.2nei_high,95% by 2035,0.6733085081033352
IN,Electrification 95 by 2035,v6.2nei_low,95% by 2035,0.7379760533460948
IN,Electrification 95 by 2035,v6.2nei_mid,95% by 2035,0.6917978980166718
IN,Electrification 95 by 2050,v6.2jedi_high,95% by 2050,1.3380227984111617
IN,Electrification 95 by 2050,v6.2jedi_low,95% by 2050,1.6837912743340668
IN,Electrification 95 by 2050,v6.2jedi_mid,95% by 2050,1.3917672043971097
IN,Electrification 95 by 2050,v6.2nei_high,95% by 2050,1.3380227984111617
IN,Electrification 95 by 2050,v6.2nei_low,95% by 2050,1.6837912743340668
IN,Electrification 95 by 2050,v6.2nei_mid,95% by 2050,1.3917672043971097
IN,Electrification EnhancedFlex,v6.2jedi_high,NNP,1.4961605665632696
IN,Electrification EnhancedFlex,v6.2jedi_low,NNP,1.5432813514883834
IN,Electrification EnhancedFlex,v6.2jedi_mid,NNP,1.5006970242558029
IN,Electrification EnhancedFlex,v6.2nei_high,NNP,1.4961605665632696
IN,Electrification EnhancedFlex,v6.2nei_low,NNP,1.5432813514883836
IN,Electrification EnhancedFlex,v6.2nei_mid,NNP,1.5006970242558029
IN,Electrification EnhancedFlex 95 by 2035,v6.2jedi_high,95% by 2035,0.674033529512966
IN,Electrification EnhancedFlex 95 by 2035,v6.2jedi_low,95% by 2035,0.7498994983506511
IN,Electrification EnhancedFlex 95 by 2035,v6.2jedi_mid,95% by 2035,0.6956757864979877
IN,Electrification EnhancedFlex 95 by 2035,v6.2nei_high,95% by 2035,0.674033529512966
IN,Electrification EnhancedFlex 95 by 2035,v6.2nei_low,95% by 2035,0.7498994983506511
IN,Electrification EnhancedFlex 95 by 2035,v6.2nei_mid,95% by 2035,0.6956757864979877
IN,Electrification EnhancedFlex 95 by 2050,v6.2jedi_high,95% by 2050,1.5696695779116314
