state,scenario,analysis,emissions,MismatchMult
UT,Electrification EnhancedFlex 95 by 2035,v6.2jedi_mid,95% by 2035,0.7509640551308491
UT,Electrification EnhancedFlex 95 by 2035,v6.2nei_high,95% by 2035,0.7398356115931042
UT,Electrification EnhancedFlex 95 by 2035,v6.2nei_low,95% by 2035,0.7767151431123038
UT,Electrification EnhancedFlex 95 by 2035,v6.2nei_mid,95% by 2035,0.7509640551308491
UT,Electrification EnhancedFlex 95 by 2050,v6.2jedi_high,95% by 2050,0.8558340553233004
UT,Electrification EnhancedFlex 95 by 2050,v6.2jedi_low,95% by 2050,1.0136916300913428
UT,Electrification EnhancedFlex 95 by 2050,v6.2jedi_mid,95% by 2050,0.8834494773199677
UT,Electrification EnhancedFlex 95 by 2050,v6.2nei_high,95% by 2050,0.8558340553233004
UT,Electrification EnhancedFlex 95 by 2050,v6.2nei_low,95% by 2050,1.0136916300913428
UT,Electrification EnhancedFlex 95 by 2050,v6.2nei_mid,95% by 2050,0.8834494773199677
UT,High Demand Growth,v6.2jedi_high,NNP,0.6139618353197807
UT,High Demand Growth,v6.2jedi_low,NNP,0.6302353261872079
UT,High Demand Growth,v6.2jedi_mid,NNP,0.6165178606771803
UT,High Demand Growth,v6.2nei_high,NNP,0.6139618353197807
UT,High Demand Growth,v6.2nei_low,NNP,0.6302353261872079
UT,High Demand Growth,v6.2nei_mid,NNP,0.6165178606771803
UT,High Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,0.5704444417805044
UT,High Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,0.6187833845185433
UT,High Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,0.584907202274563
UT,High Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,0.5704444417805044
UT,High Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,0.6187833845185433
UT,High Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,0.584907202274563
UT,High Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,0.42260289969452985
UT,High Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,0.44243408216808844
UT,High Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,0.4314831358180344
UT,High Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,0.42260289969452985
UT,High Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,0.44243408216808844
UT,High Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,0.43148313581803427
UT,High NG Price,v6.2jedi_high,NNP,0.47739618416679386
UT,High NG Price,v6.2jedi_low,NNP,0.493654692956206
UT,High NG Price,v6.2jedi_mid,NNP,0.48793562299078824
UT,High NG Price,v6.2nei_high,NNP,0.47739618416679386
UT,High NG Price,v6.2nei_low,NNP,0.493654692956206
UT,High NG Price,v6.2nei_mid,NNP,0.48793562299078824
UT,High NG Price 95 by 2035,v6.2jedi_high,95% by 2035,0.5680926857111538
UT,High NG Price 95 by 2035,v6.2jedi_low,95% by 2035,0.5997848627904914
UT,High NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,0.580667931028377
UT,High NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.5680926857111538
UT,High NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.5997848627904914
UT,High NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.580667931028377
UT,High NG Price 95 by 2050,v6.2jedi_high,95% by 2050,0.49428928876656447
UT,High NG Price 95 by 2050,v6.2jedi_low,95% by 2050,0.5127794474115405
UT,High NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,0.5051321116094637
UT,High NG Price 95 by 2050,v6.2nei_high,95% by 2050,0.49428928876656447
UT,High NG Price 95 by 2050,v6.2nei_low,95% by 2050,0.5127794474115405
UT,High NG Price 95 by 2050,v6.2nei_mid,95% by 2050,0.5051321116094637
UT,High RE Cost,v6.2jedi_high,NNP,0.8848497149152442
UT,High RE Cost,v6.2jedi_low,NNP,0.8854434949753829
UT,High RE Cost,v6.2jedi_mid,NNP,0.8869701180652426
UT,High RE Cost,v6.2nei_high,NNP,0.8848497149152442
UT,High RE Cost,v6.2nei_low,NNP,0.8854434949753829
UT,High RE Cost,v6.2nei_mid,NNP,0.8869701180652426
UT,High RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.39750717788249074
UT,High RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.4264230865659647
UT,High RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.40970232353230795
UT,High RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.3975071778824908
UT,High RE Cost 95 by 2035,v6.2nei_low,95% by 2035,0.42642308656596484
UT,High RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.40970232353230795
UT,High RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,0.3772121353316637
UT,High RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,0.4008572835855417
UT,High RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,0.3879833103169812
UT,High RE Cost 95 by 2050,v6.2nei_high,95% by 2050,0.3772121353316637
UT,High RE Cost 95 by 2050,v6.2nei_low,95% by 2050,0.4008572835855417
UT,High RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,0.3879833103169812
UT,High Trans,v6.2jedi_high,NNP,0.5930913782556259
UT,High Trans,v6.2jedi_low,NNP,0.626901453895714
UT,High Trans,v6.2jedi_mid,NNP,0.5980176229527717
UT,High Trans,v6.2nei_high,NNP,0.5930913782556259
UT,High Trans,v6.2nei_low,NNP,0.626901453895714
UT,High Trans,v6.2nei_mid,NNP,0.5980176229527717
UT,High Trans 95 by 2035,v6.2jedi_high,95% by 2035,0.5858417524958102
UT,High Trans 95 by 2035,v6.2jedi_low,95% by 2035,0.6147883551875508
UT,High Trans 95 by 2035,v6.2jedi_mid,95% by 2035,0.5979748216732533
UT,High Trans 95 by 2035,v6.2nei_high,95% by 2035,0.5858417524958102
UT,High Trans 95 by 2035,v6.2nei_low,95% by 2035,0.6147883551875508
UT,High Trans 95 by 2035,v6.2nei_mid,95% by 2035,0.5979748216732533
UT,High Trans 95 by 2050,v6.2jedi_high,95% by 2050,0.4730285729758279
UT,High Trans 95 by 2050,v6.2jedi_low,95% by 2050,0.5072196358484675
UT,High Trans 95 by 2050,v6.2jedi_mid,95% by 2050,0.4863415259331673
UT,High Trans 95 by 2050,v6.2nei_high,95% by 2050,0.4730285729758279
UT,High Trans 95 by 2050,v6.2nei_low,95% by 2050,0.5072196358484675
UT,High Trans 95 by 2050,v6.2nei_mid,95% by 2050,0.4863415259331673
UT,Low Demand Growth,v6.2jedi_high,NNP,0.6546783172120388
UT,Low Demand Growth,v6.2jedi_low,NNP,0.663696077161323
UT,Low Demand Growth,v6.2jedi_mid,NNP,0.6553647659048419
UT,Low Demand Growth,v6.2nei_high,NNP,0.6546783172120388
UT,Low Demand Growth,v6.2nei_low,NNP,0.663696077161323
UT,Low Demand Growth,v6.2nei_mid,NNP,0.6553647659048419
UT,Low Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,0.4469089152767537
UT,Low Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,0.47980170815389034
UT,Low Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,0.4598802436097744
UT,Low Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,0.4469089152767537
UT,Low Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,0.47980170815389034
UT,Low Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,0.4598802436097744
UT,Low Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,0.638385515214899
UT,Low Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,0.7530396740893759
UT,Low Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,0.6638200537856026
UT,Low Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,0.638385515214899
UT,Low Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,0.7530396740893759
UT,Low Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,0.6638200537856026
UT,Low Everything,v6.2jedi_high,NNP,0.7081501036633263
UT,Low Everything,v6.2jedi_low,NNP,0.735074475102115
UT,Low Everything,v6.2jedi_mid,NNP,0.7122311603364555
UT,Low Everything,v6.2nei_high,NNP,0.7081501036633263
UT,Low Everything,v6.2nei_low,NNP,0.735074475102115
UT,Low Everything,v6.2nei_mid,NNP,0.7122311603364555
UT,Low Everything 95 by 2035,v6.2jedi_high,95% by 2035,0.41345665549944877
UT,Low Everything 95 by 2035,v6.2jedi_low,95% by 2035,0.5098877389542394
UT,Low Everything 95 by 2035,v6.2jedi_mid,95% by 2035,0.43075096247379013
UT,Low Everything 95 by 2035,v6.2nei_high,95% by 2035,0.41345665549944877
UT,Low Everything 95 by 2035,v6.2nei_low,95% by 2035,0.5098877389542394
UT,Low Everything 95 by 2035,v6.2nei_mid,95% by 2035,0.43075096247379013
UT,Low Everything 95 by 2050,v6.2jedi_high,95% by 2050,0.3562098018141063
UT,Low Everything 95 by 2050,v6.2jedi_low,95% by 2050,0.37846172571871034
UT,Low Everything 95 by 2050,v6.2jedi_mid,95% by 2050,0.3617387433687111
UT,Low Everything 95 by 2050,v6.2nei_high,95% by 2050,0.3562098018141063
UT,Low Everything 95 by 2050,v6.2nei_low,95% by 2050,0.37846172571871034
UT,Low Everything 95 by 2050,v6.2nei_mid,95% by 2050,0.3617387433687111
UT,Low NG Price,v6.2jedi_high,NNP,1.0247947861616968
UT,Low NG Price,v6.2jedi_low,NNP,1.0205817541469715
UT,Low NG Price,v6.2jedi_mid,NNP,1.0227428772634266
UT,Low NG Price,v6.2nei_high,NNP,1.0247947861616968
UT,Low NG Price,v6.2nei_low,NNP,1.0205817541469715
UT,Low NG Price,v6.2nei_mid,NNP,1.0227428772634266
UT,Low NG Price 95 by 2035,v6.2jedi_high,95% by 2035,0.4659370189977628
UT,Low NG Price 95 by 2035,v6.2jedi_low,95% by 2035,0.5260939073209775
UT,Low NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,0.48180127972089576
UT,Low NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.4659370189977628
UT,Low NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.5260939073209775
UT,Low NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.48180127972089576
UT,Low NG Price 95 by 2050,v6.2jedi_high,95% by 2050,0.7225477500165784
UT,Low NG Price 95 by 2050,v6.2jedi_low,95% by 2050,0.7961773267737291
UT,Low NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,0.7415680231937722
UT,Low NG Price 95 by 2050,v6.2nei_high,95% by 2050,0.7225477500165784
UT,Low NG Price 95 by 2050,v6.2nei_low,95% by 2050,0.7961773267737291
UT,Low NG Price 95 by 2050,v6.2nei_mid,95% by 2050,0.7415680231937722
UT,Low Nuclear CCS Cost,v6.2jedi_high,NNP,0.6027301451655417
UT,Low Nuclear CCS Cost,v6.2jedi_low,NNP,0.6068811360395082
UT,Low Nuclear CCS Cost,v6.2jedi_mid,NNP,0.6033653972119176
UT,Low Nuclear CCS Cost,v6.2nei_high,NNP,0.6027301451655417
UT,Low Nuclear CCS Cost,v6.2nei_low,NNP,0.6068811360395082
UT,Low Nuclear CCS Cost,v6.2nei_mid,NNP,0.6033653972119176
UT,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.4715239271974799
UT,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.4937531460842968
UT,Low Nuclear CCS Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.481027037935067
UT,Low Nuclear CCS Cost 95 by 2035,v6.2nei_high,95% by 2035,0.4715239271974799
UT,Low Nuclear CCS Cost 95 by 2035,v6.2nei_low,95% by 2035,0.4937531460842968
UT,Low Nuclear CCS Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.481027037935067
UT,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_high,95% by 2050,0.7231669626599352
UT,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_low,95% by 2050,0.8087969687235644
UT,Low Nuclear CCS Cost 95 by 2050,v6.2jedi_mid,95% by 2050,0.7423527488021534
UT,Low Nuclear CCS Cost 95 by 2050,v6.2nei_high,95% by 2050,0.6036451563057217
UT,Low Nuclear CCS Cost 95 by 2050,v6.2nei_low,95% by 2050,0.6432671136582461
UT,Low Nuclear CCS Cost 95 by 2050,v6.2nei_mid,95% by 2050,0.6125980233625601
UT,Low RE Cost,v6.2jedi_high,NNP,0.42712291422501386
UT,Low RE Cost,v6.2jedi_low,NNP,0.37082935823807384
UT,Low RE Cost,v6.2jedi_mid,NNP,0.43038508427598926
UT,Low RE Cost,v6.2nei_high,NNP,0.42712291422501386
UT,Low RE Cost,v6.2nei_low,NNP,0.4402939245815641
UT,Low RE Cost,v6.2nei_mid,NNP,0.43038508428447
UT,Low RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.24799594003252326
UT,Low RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.29360545973395924
UT,Low RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.2588038764142683
UT,Low RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.24799594003252326
UT,Low RE Cost 95 by 2035,v6.2nei_low,95% by 2035,0.29360545973395924
UT,Low RE Cost 95 by 2035,v6.2nei_mid,95% by 2035,0.2588038764142683
UT,Low RE Cost 95 by 2050,v6.2jedi_high,95% by 2050,0.3716437903751417
UT,Low RE Cost 95 by 2050,v6.2jedi_low,95% by 2050,0.3971233045827137
UT,Low RE Cost 95 by 2050,v6.2jedi_mid,95% by 2050,0.37728540714269615
UT,Low RE Cost 95 by 2050,v6.2nei_high,95% by 2050,0.3716437903751417
UT,Low RE Cost 95 by 2050,v6.2nei_low,95% by 2050,0.3971233045827137
UT,Low RE Cost 95 by 2050,v6.2nei_mid,95% by 2050,0.37728540714269615
UT,Low Trans,v6.2jedi_high,NNP,0.7415765851647356
UT,Low Trans,v6.2jedi_low,NNP,0.7455869488924434
UT,Low Trans,v6.2jedi_mid,NNP,0.7412745168418128
UT,Low Trans,v6.2nei_high,NNP,0.7415765851647356
UT,Low Trans,v6.2nei_low,NNP,0.7455869488924434
UT,Low Trans,v6.2nei_mid,NNP,0.7412745168418129
UT,Low Trans 95 by 2035,v6.2jedi_high,95% by 2035,0.49556506817834345
UT,Low Trans 95 by 2035,v6.2jedi_low,95% by 2035,0.5416176494902657
UT,Low Trans 95 by 2035,v6.2jedi_mid,95% by 2035,0.5145263479382615
UT,Low Trans 95 by 2035,v6.2nei_high,95% by 2035,0.49556506817834345
UT,Low Trans 95 by 2035,v6.2nei_low,95% by 2035,0.5416176494902657
UT,Low Trans 95 by 2035,v6.2nei_mid,95% by 2035,0.5145263479382615
UT,Low Trans 95 by 2050,v6.2jedi_high,95% by 2050,0.5090644231624648
UT,Low Trans 95 by 2050,v6.2jedi_low,95% by 2050,0.5330789960392955
UT,Low Trans 95 by 2050,v6.2jedi_mid,95% by 2050,0.5182931146154469
UT,Low Trans 95 by 2050,v6.2nei_high,95% by 2050,0.5090644231624648
UT,Low Trans 95 by 2050,v6.2nei_low,95% by 2050,0.5330789960392955
UT,Low Trans 95 by 2050,v6.2nei_mid,95% by 2050,0.5182931146154469
UT,Mid Case,v6.2jedi_high,NNP,0.6264021170906794
UT,Mid Case,v6.2jedi_low,NNP,0.634135362602824
UT,Mid Case,v6.2jedi_mid,NNP,0.6273528991463218
UT,Mid Case,v6.2nei_high,NNP,0.6264021170906794
UT,Mid Case,v6.2nei_low,NNP,0.634135362602824
UT,Mid Case,v6.2nei_mid,NNP,0.6273528991463218
UT,Mid Case 95 by 2035,v6.2jedi_high,95% by 2035,0.46223726059365483
UT,Mid Case 95 by 2035,v6.2jedi_low,95% by 2035,0.48763717258923767
UT,Mid Case 95 by 2035,v6.2jedi_mid,95% by 2035,0.4733117403403352
UT,Mid Case 95 by 2035,v6.2nei_high,95% by 2035,0.46223726059365483
UT,Mid Case 95 by 2035,v6.2nei_low,95% by 2035,0.4876371725892376
UT,Mid Case 95 by 2035,v6.2nei_mid,95% by 2035,0.4733117403403352
UT,Mid Case 95 by 2050,v6.2jedi_high,95% by 2050,0.513748825702151
UT,Mid Case 95 by 2050,v6.2jedi_low,95% by 2050,0.5736807913782019
UT,Mid Case 95 by 2050,v6.2jedi_mid,95% by 2050,0.5299568969545345
UT,Mid Case 95 by 2050,v6.2nei_high,95% by 2050,0.513748825702151
UT,Mid Case 95 by 2050,v6.2nei_low,95% by 2050,0.5736807913782018
UT,Mid Case 95 by 2050,v6.2nei_mid,95% by 2050,0.5299568969545345
UT,Mid Case Base Flex,v6.2jedi_high,NNP,0.633083956669388
UT,Mid Case Base Flex,v6.2jedi_low,NNP,0.6487309825763365
UT,Mid Case Base Flex,v6.2jedi_mid,NNP,0.634914005344328
UT,Mid Case Base Flex,v6.2nei_high,NNP,0.6330839566693879
UT,Mid Case Base Flex,v6.2nei_low,NNP,0.6487309825763365
UT,Mid Case Base Flex,v6.2nei_mid,NNP,0.6349140053443282
UT,Mid Case Base Flex 95 by 2035,v6.2jedi_high,95% by 2035,0.46240132883907337
UT,Mid Case Base Flex 95 by 2035,v6.2jedi_low,95% by 2035,0.4987192709848461
UT,Mid Case Base Flex 95 by 2035,v6.2jedi_mid,95% by 2035,0.47396142459749485
UT,Mid Case Base Flex 95 by 2035,v6.2nei_high,95% by 2035,0.46240132883907337
UT,Mid Case Base Flex 95 by 2035,v6.2nei_low,95% by 2035,0.4987192709848461
UT,Mid Case Base Flex 95 by 2035,v6.2nei_mid,95% by 2035,0.47396142459749485
UT,Mid Case Base Flex 95 by 2050,v6.2jedi_high,95% by 2050,0.4576836752879275
UT,Mid Case Base Flex 95 by 2050,v6.2jedi_low,95% by 2050,0.48059712575238606
UT,Mid Case Base Flex 95 by 2050,v6.2jedi_mid,95% by 2050,0.4682270758571016
UT,Mid Case Base Flex 95 by 2050,v6.2nei_high,95% by 2050,0.4576836752879275
UT,Mid Case Base Flex 95 by 2050,v6.2nei_low,95% by 2050,0.48059712575238606
UT,Mid Case Base Flex 95 by 2050,v6.2nei_mid,95% by 2050,0.4682270758571016
UT,PTC ITC Ext,v6.2jedi_high,NNP,0.5306029038305522
UT,PTC ITC Ext,v6.2jedi_low,NNP,0.5378107973626076
UT,PTC ITC Ext,v6.2jedi_mid,NNP,0.5321812878105966
UT,PTC ITC Ext,v6.2nei_high,NNP,0.5306029038305522
UT,PTC ITC Ext,v6.2nei_low,NNP,0.5378107973626076
UT,PTC ITC Ext,v6.2nei_mid,NNP,0.5321812878105966
UT,PTC ITC Ext 95 by 2035,v6.2jedi_high,95% by 2035,0.49334552728926706
UT,PTC ITC Ext 95 by 2035,v6.2jedi_low,95% by 2035,0.5834370532483869
UT,PTC ITC Ext 95 by 2035,v6.2jedi_mid,95% by 2035,0.5126755694586599
UT,PTC ITC Ext 95 by 2035,v6.2nei_high,95% by 2035,0.49334552728926706
UT,PTC ITC Ext 95 by 2035,v6.2nei_low,95% by 2035,0.5834370532483869
UT,PTC ITC Ext 95 by 2035,v6.2nei_mid,95% by 2035,0.5126755694586599
UT,PTC ITC Ext 95 by 2050,v6.2jedi_high,95% by 2050,0.33509863028793413
UT,PTC ITC Ext 95 by 2050,v6.2jedi_low,95% by 2050,0.37584991613679597
UT,PTC ITC Ext 95 by 2050,v6.2jedi_mid,95% by 2050,0.348829762350864
UT,PTC ITC Ext 95 by 2050,v6.2nei_high,95% by 2050,0.33509863028793413
UT,PTC ITC Ext 95 by 2050,v6.2nei_low,95% by 2050,0.37584991613679597
UT,PTC ITC Ext 95 by 2050,v6.2nei_mid,95% by 2050,0.348829762350864
UT,Reduced RE Resource,v6.2jedi_high,NNP,0.5091503415664448
UT,Reduced RE Resource,v6.2jedi_low,NNP,0.5146279598944954
UT,Reduced RE Resource,v6.2jedi_mid,NNP,0.5096054741010437
UT,Reduced RE Resource,v6.2nei_high,NNP,0.5091503415664448
UT,Reduced RE Resource,v6.2nei_low,NNP,0.5146279598944954
UT,Reduced RE Resource,v6.2nei_mid,NNP,0.5096054741010437
UT,Reduced RE Resource 95 by 2035,v6.2jedi_high,95% by 2035,0.4370313353300176
UT,Reduced RE Resource 95 by 2035,v6.2jedi_low,95% by 2035,0.45471220832728027
UT,Reduced RE Resource 95 by 2035,v6.2jedi_mid,95% by 2035,0.4452357177788993
UT,Reduced RE Resource 95 by 2035,v6.2nei_high,95% by 2035,0.4370313353300176
UT,Reduced RE Resource 95 by 2035,v6.2nei_low,95% by 2035,0.45471220832728027
UT,Reduced RE Resource 95 by 2035,v6.2nei_mid,95% by 2035,0.4452357177788993
UT,Reduced RE Resource 95 by 2050,v6.2jedi_high,95% by 2050,0.5168438092009776
UT,Reduced RE Resource 95 by 2050,v6.2jedi_low,95% by 2050,0.5527549143452435
UT,Reduced RE Resource 95 by 2050,v6.2jedi_mid,95% by 2050,0.5265408716763343
UT,Reduced RE Resource 95 by 2050,v6.2nei_high,95% by 2050,0.5168438092009776
UT,Reduced RE Resource 95 by 2050,v6.2nei_low,95% by 2050,0.5527549143452435
UT,Reduced RE Resource 95 by 2050,v6.2nei_mid,95% by 2050,0.5265408716763343
VA,Electrification,v6.2jedi_high,NNP,0.4671676564185727
VA,Electrification,v6.2jedi_low,NNP,0.5007100790956271
VA,Electrification,v6.2jedi_mid,NNP,0.4688322115238833
VA,Electrification,v6.2nei_high,NNP,0.4818366541109267
VA,Electrification,v6.2nei_low,NNP,0.5120004922388577
VA,Electrification,v6.2nei_mid,NNP,0.48323784161392125
VA,Electrification 95 by 2035,v6.2jedi_high,95% by 2035,0.47154757971842837
VA,Electrification 95 by 2035,v6.2jedi_low,95% by 2035,0.5253493619959639
VA,Electrification 95 by 2035,v6.2jedi_mid,95% by 2035,0.4789136258524946
VA,Electrification 95 by 2035,v6.2nei_high,95% by 2035,0.48580125276126224
VA,Electrification 95 by 2035,v6.2nei_low,95% by 2035,0.534335145063115
VA,Electrification 95 by 2035,v6.2nei_mid,95% by 2035,0.49236838348620393
VA,Electrification 95 by 2050,v6.2jedi_high,95% by 2050,0.8177008882471581
VA,Electrification 95 by 2050,v6.2jedi_low,95% by 2050,0.911447123568957
VA,Electrification 95 by 2050,v6.2jedi_mid,95% by 2050,0.8274268812995672
VA,Electrification 95 by 2050,v6.2nei_high,95% by 2050,0.7990166932072733
VA,Electrification 95 by 2050,v6.2nei_low,95% by 2050,0.8842922913713771
VA,Electrification 95 by 2050,v6.2nei_mid,95% by 2050,0.8079591149218674
VA,Electrification EnhancedFlex,v6.2jedi_high,NNP,0.46473668566112675
VA,Electrification EnhancedFlex,v6.2jedi_low,NNP,0.48820973923068417
VA,Electrification EnhancedFlex,v6.2jedi_mid,NNP,0.46468024475011804
VA,Electrification EnhancedFlex,v6.2nei_high,NNP,0.47959749600969087
VA,Electrification EnhancedFlex,v6.2nei_low,NNP,0.500637772505928
VA,Electrification EnhancedFlex,v6.2nei_mid,NNP,0.47943914757225875
VA,Electrification EnhancedFlex 95 by 2035,v6.2jedi_high,95% by 2035,0.43826823814351795
VA,Electrification EnhancedFlex 95 by 2035,v6.2jedi_low,95% by 2035,0.4793471591726634
VA,Electrification EnhancedFlex 95 by 2035,v6.2jedi_mid,95% by 2035,0.44354220056619575
VA,Electrification EnhancedFlex 95 by 2035,v6.2nei_high,95% by 2035,0.455640570679519
VA,Electrification EnhancedFlex 95 by 2035,v6.2nei_low,95% by 2035,0.4926023033085922
VA,Electrification EnhancedFlex 95 by 2035,v6.2nei_mid,95% by 2035,0.4602922936823675
VA,Electrification EnhancedFlex 95 by 2050,v6.2jedi_high,95% by 2050,0.6280784184649122
VA,Electrification EnhancedFlex 95 by 2050,v6.2jedi_low,95% by 2050,0.7145705843662441
VA,Electrification EnhancedFlex 95 by 2050,v6.2jedi_mid,95% by 2050,0.6373774122676347
VA,Electrification EnhancedFlex 95 by 2050,v6.2nei_high,95% by 2050,0.6274374774194714
VA,Electrification EnhancedFlex 95 by 2050,v6.2nei_low,95% by 2050,0.7058650644000135
VA,Electrification EnhancedFlex 95 by 2050,v6.2nei_mid,95% by 2050,0.6358649743683819
VA,High Demand Growth,v6.2jedi_high,NNP,0.3640419970340508
VA,High Demand Growth,v6.2jedi_low,NNP,0.38867858835330893
VA,High Demand Growth,v6.2jedi_mid,NNP,0.3646654499591513
VA,High Demand Growth,v6.2nei_high,NNP,0.3882798008294443
VA,High Demand Growth,v6.2nei_low,NNP,0.4102429288616793
VA,High Demand Growth,v6.2nei_mid,NNP,0.38867144262926245
VA,High Demand Growth 95 by 2035,v6.2jedi_high,95% by 2035,0.5209111695397376
VA,High Demand Growth 95 by 2035,v6.2jedi_low,95% by 2035,0.5575667546796423
VA,High Demand Growth 95 by 2035,v6.2jedi_mid,95% by 2035,0.5251629913007078
VA,High Demand Growth 95 by 2035,v6.2nei_high,95% by 2035,0.5303930864766204
VA,High Demand Growth 95 by 2035,v6.2nei_low,95% by 2035,0.5634984882484553
VA,High Demand Growth 95 by 2035,v6.2nei_mid,95% by 2035,0.5341793355725277
VA,High Demand Growth 95 by 2050,v6.2jedi_high,95% by 2050,0.599461092612856
VA,High Demand Growth 95 by 2050,v6.2jedi_low,95% by 2050,0.6837996863527883
VA,High Demand Growth 95 by 2050,v6.2jedi_mid,95% by 2050,0.6085807621489331
VA,High Demand Growth 95 by 2050,v6.2nei_high,95% by 2050,0.6016123055933699
VA,High Demand Growth 95 by 2050,v6.2nei_low,95% by 2050,0.678098817407591
VA,High Demand Growth 95 by 2050,v6.2nei_mid,95% by 2050,0.6098635904139109
VA,High NG Price,v6.2jedi_high,NNP,0.4228732388330197
VA,High NG Price,v6.2jedi_low,NNP,0.49650857722671105
VA,High NG Price,v6.2jedi_mid,NNP,0.4315035613219029
VA,High NG Price,v6.2nei_high,NNP,0.4425726973931474
VA,High NG Price,v6.2nei_low,NNP,0.5086883245076506
VA,High NG Price,v6.2nei_mid,NNP,0.4502041651454599
VA,High NG Price 95 by 2035,v6.2jedi_high,95% by 2035,0.4144044266177689
VA,High NG Price 95 by 2035,v6.2jedi_low,95% by 2035,0.4603862294326593
VA,High NG Price 95 by 2035,v6.2jedi_mid,95% by 2035,0.42053122960931744
VA,High NG Price 95 by 2035,v6.2nei_high,95% by 2035,0.43499900055916935
VA,High NG Price 95 by 2035,v6.2nei_low,95% by 2035,0.4761558428667288
VA,High NG Price 95 by 2035,v6.2nei_mid,95% by 2035,0.44036901512440796
VA,High NG Price 95 by 2050,v6.2jedi_high,95% by 2050,0.48568770712684795
VA,High NG Price 95 by 2050,v6.2jedi_low,95% by 2050,0.5583447338293704
VA,High NG Price 95 by 2050,v6.2jedi_mid,95% by 2050,0.49441349015100083
VA,High NG Price 95 by 2050,v6.2nei_high,95% by 2050,0.4993007171052976
VA,High NG Price 95 by 2050,v6.2nei_low,95% by 2050,0.5646367727608465
VA,High NG Price 95 by 2050,v6.2nei_mid,95% by 2050,0.5070641597468885
VA,High RE Cost,v6.2jedi_high,NNP,0.2937757839906505
VA,High RE Cost,v6.2jedi_low,NNP,0.29537122765215157
VA,High RE Cost,v6.2jedi_mid,NNP,0.2912774513717222
VA,High RE Cost,v6.2nei_high,NNP,0.32483614049166015
VA,High RE Cost,v6.2nei_low,NNP,0.325881337648253
VA,High RE Cost,v6.2nei_mid,NNP,0.32236353093115644
VA,High RE Cost 95 by 2035,v6.2jedi_high,95% by 2035,0.2178678146194093
VA,High RE Cost 95 by 2035,v6.2jedi_low,95% by 2035,0.24342721649833168
VA,High RE Cost 95 by 2035,v6.2jedi_mid,95% by 2035,0.22133558140661416
VA,High RE Cost 95 by 2035,v6.2nei_high,95% by 2035,0.25600162754074685
