state,1,2,3,4,5,emissions,scenario,analysis
SD,2.093886003366677,1.4853997293589827,1.2832777497429189,1.152257811141414,0.9576663551421991,NNP,Low_RE_Cost,v6.2jedi_mid
TN,0.867396443295779,0.778681116161828,0.8968249889465283,0.6889526877241328,0.6187743143453881,NNP,Low_RE_Cost,v6.2jedi_mid
TX,0.34171935741652343,1.1104051017226049,1.112893326595866,0.9190422587135911,0.6953244516380336,NNP,Low_RE_Cost,v6.2jedi_mid
UT,0.22674548271623696,0.38685308574304017,0.6876537378767175,0.500891689176506,0.37977435951806615,NNP,Low_RE_Cost,v6.2jedi_mid
VA,0.9524343346181804,0.40274441032251784,0.4605299417690572,0.22940067668853367,0.04230863226258751,NNP,Low_RE_Cost,v6.2jedi_mid
VT,0.9143822389718983,0.9639052809415669,1.0174509357563912,0.8437087420156468,0.7331784213816456,NNP,Low_RE_Cost,v6.2jedi_mid
WA,1.3623871599433763,1.0638325822594281,0.9905901956241506,0.8471499731297111,0.7721473181937469,NNP,Low_RE_Cost,v6.2jedi_mid
WI,1.4950781947189902,1.0363170585075534,1.0650942906870409,0.7504317549336651,0.5619572875085918,NNP,Low_RE_Cost,v6.2jedi_mid
WV,0.028827165897141977,0.30940237082134814,0.6546869215906793,0.24793537308476382,0.11852519866076752,NNP,Low_RE_Cost,v6.2jedi_mid
WY,-0.1452803076952836,-0.14436836287416527,-0.13831914444074078,-0.08609234173943978,-0.058771982860483726,NNP,Low_RE_Cost,v6.2jedi_mid
AL,1.3334905487844726,0.5059522359765585,0.7651200788533096,0.6279090437629915,0.524163479207732,NNP,Low_RE_Cost,v6.2jedi_high
AR,2.3888521955842332,1.217731843367003,1.3633773544074301,0.9080468365961205,0.7332152152325024,NNP,Low_RE_Cost,v6.2jedi_high
AZ,1.841987604479976,1.2435881505631479,1.1970183116919848,0.891919975809421,0.7017538770792663,NNP,Low_RE_Cost,v6.2jedi_high
CA,1.701444294987739,1.4928506532495847,1.4433222877995215,1.1198087020795853,0.7360743858197621,NNP,Low_RE_Cost,v6.2jedi_high
CO,0.1800264321090092,0.6409783751414443,0.5991396474234798,0.7320500256046474,0.43364574019945523,NNP,Low_RE_Cost,v6.2jedi_high
CT,0.10351685153709958,0.8616193074449361,0.8325593048182772,0.7055649239709755,0.5936011722759463,NNP,Low_RE_Cost,v6.2jedi_high
DE,3.857608517247113,2.577753875928359,1.791406710122042,1.5450858984713518,0.6814429882526781,NNP,Low_RE_Cost,v6.2jedi_high
FL,1.001374041363457,1.8772857176730384,1.6943975106049312,1.2694287253306709,0.6832166782895723,NNP,Low_RE_Cost,v6.2jedi_high
GA,1.517856210670422,1.3264186538434168,1.2290640316488008,0.8815006122229825,0.7257344580759596,NNP,Low_RE_Cost,v6.2jedi_high
IA,1.4262122200276992,1.438157639448399,1.3330444718967567,1.1583235902514557,0.8879456944155305,NNP,Low_RE_Cost,v6.2jedi_high
ID,1.16416731544028,1.0154059767576051,1.0833809079643681,0.8677485239157672,0.7952577180995304,NNP,Low_RE_Cost,v6.2jedi_high
IL,0.40299120902135793,0.7798760584762865,0.9373924051308101,0.784804109731322,0.6208729353325941,NNP,Low_RE_Cost,v6.2jedi_high
IN,0.29107308021929634,0.7120506842329736,1.0725161532748435,0.6686836351590442,0.30626971327241365,NNP,Low_RE_Cost,v6.2jedi_high
KS,1.2493922844610759,0.9898054396879823,0.9633427407434122,0.6863934547219195,0.5211778920913418,NNP,Low_RE_Cost,v6.2jedi_high
KY,0.7280615844235491,1.1753461559760312,1.6161568264211528,1.1948818776575887,0.7793776041406777,NNP,Low_RE_Cost,v6.2jedi_high
LA,0.6328345312591726,0.8329115991186353,0.9018954976023327,0.7872680684943794,0.7045521996184475,NNP,Low_RE_Cost,v6.2jedi_high
MA,0.8253639357763735,0.6420851548284912,0.274558071703988,0.08207758960356253,-0.1608903655196254,NNP,Low_RE_Cost,v6.2jedi_high
MD,0.5885726347012994,0.5944094013841422,0.5620078002916067,0.3626376406858596,0.26629393346556973,NNP,Low_RE_Cost,v6.2jedi_high
ME,1.0437226093557068,0.6841420745115121,0.5325599879050971,0.37195206988110446,0.059553223071840175,NNP,Low_RE_Cost,v6.2jedi_high
MI,1.0940488425137207,1.1829715980199156,1.3187435953853919,0.9719589092846351,0.8203860839343565,NNP,Low_RE_Cost,v6.2jedi_high
MN,1.0859252896697529,1.0637257897122658,0.9591443961616491,0.8286551886924339,0.6381558383032433,NNP,Low_RE_Cost,v6.2jedi_high
MO,1.8741905764227205,1.0533182583151985,1.12231172887292,0.851280432189704,0.6504403885216989,NNP,Low_RE_Cost,v6.2jedi_high
MS,0.6561728596362145,2.35090533619007,2.0375273904690268,1.1833481180622756,0.7391324238772018,NNP,Low_RE_Cost,v6.2jedi_high
MT,0.16259632383979847,0.42577665453060076,0.5076362689455133,0.5456269312361518,0.37795261556293563,NNP,Low_RE_Cost,v6.2jedi_high
NC,1.504349125746719,1.1457453563041928,1.1401890081747879,0.8797682419486712,0.7224632273231854,NNP,Low_RE_Cost,v6.2jedi_high
ND,-0.1344536330754481,0.6456383909918688,0.983389685572551,0.7595390345657718,0.6609388323045973,NNP,Low_RE_Cost,v6.2jedi_high
NE,1.7892188206366781,1.5305599689355773,1.1874908803179625,0.7967440886987375,0.3622549504950272,NNP,Low_RE_Cost,v6.2jedi_high
NH,1.8960388210082377,1.4330467132303444,1.5400016644092802,0.8896795477193653,0.6738250894338811,NNP,Low_RE_Cost,v6.2jedi_high
NJ,0.6277049888701944,0.4777175732042027,0.1863316790699457,0.10047019551656493,-0.026774759028885615,NNP,Low_RE_Cost,v6.2jedi_high
NM,0.06466872285205903,0.991780361447404,1.268344820167035,1.0259055881370687,0.7692838388917411,NNP,Low_RE_Cost,v6.2jedi_high
NV,0.5165778848368269,0.9808700319349175,0.793403911232459,0.985561667644591,0.794336240431915,NNP,Low_RE_Cost,v6.2jedi_high
NY,0.71361721112851,0.6411310813546021,0.4180131977328189,0.2284708787759821,-0.03919673861742774,NNP,Low_RE_Cost,v6.2jedi_high
OH,1.1111461613570037,1.4463911077274227,1.8931937879209415,1.1588643456636825,0.853247380325068,NNP,Low_RE_Cost,v6.2jedi_high
OK,0.4407530882008521,1.1101405429814974,0.8059829318543374,0.9522354720199931,0.6901062142685669,NNP,Low_RE_Cost,v6.2jedi_high
OR,3.3936713961061113,2.112689834249732,1.9688954494850943,1.2506243958389134,1.0759666278700548,NNP,Low_RE_Cost,v6.2jedi_high
PA,0.5038128145224627,0.6814484125632584,0.8389058262829762,0.6920448693218005,0.6063673518305773,NNP,Low_RE_Cost,v6.2jedi_high
RI,0.11402556091409452,-0.03823680796925687,-0.17509546219621452,-0.23246503367515534,-0.28651193422824733,NNP,Low_RE_Cost,v6.2jedi_high
SC,1.6976743922486595,2.5357547934719995,1.9832649229426385,1.2613929669073374,0.8458141001141042,NNP,Low_RE_Cost,v6.2jedi_high
SD,2.0371902226556746,1.4329468133495868,1.2331572289412784,1.122644938316929,0.9441606709299806,NNP,Low_RE_Cost,v6.2jedi_high
TN,0.8635093036999948,0.7775271203967665,0.8945870986741195,0.6885859051132376,0.618760803634015,NNP,Low_RE_Cost,v6.2jedi_high
TX,0.33721222246862154,1.1086033585931285,1.1103861723130606,0.9137633207750361,0.6905523710401869,NNP,Low_RE_Cost,v6.2jedi_high
UT,0.22532698717810257,0.3837976065488911,0.6828770616364971,0.49742592647413125,0.37764524826305657,NNP,Low_RE_Cost,v6.2jedi_high
VA,0.9363444958443247,0.4001601895583834,0.4498036761911091,0.22795579671638597,0.041808507692088236,NNP,Low_RE_Cost,v6.2jedi_high
VT,0.9100193524855811,0.9640581243526877,1.0130719090733404,0.8445227323576512,0.7335012995978711,NNP,Low_RE_Cost,v6.2jedi_high
WA,1.3321402017083308,1.0461055252225446,0.9738562852522196,0.8416440658855106,0.7704742701927613,NNP,Low_RE_Cost,v6.2jedi_high
WI,1.4850418483317878,1.0623035215956027,1.0693289797893526,0.7550622428786473,0.5615877861480981,NNP,Low_RE_Cost,v6.2jedi_high
WV,0.022770790423235234,0.2912145670518002,0.634635774143442,0.2369032238943216,0.11524363433839879,NNP,Low_RE_Cost,v6.2jedi_high
WY,-0.14527614864392124,-0.14576866085454496,-0.13907108184920763,-0.08987489765229173,-0.06194490846700595,NNP,Low_RE_Cost,v6.2jedi_high
AL,1.4327626842260375,0.5300163509243555,0.8302306759366351,0.6372484376643808,0.5244582356619549,NNP,Low_RE_Cost,v6.2jedi_low
AR,2.6546014426981857,1.337804024146431,1.5137519161605846,0.9529846425728714,0.7471458901792314,NNP,Low_RE_Cost,v6.2jedi_low
AZ,2.1666873941520737,1.2835990208345673,1.2682763450761023,0.9014678584819986,0.7020055575183094,NNP,Low_RE_Cost,v6.2jedi_low
CA,1.8252826519046788,1.3865056372518938,1.426281498551882,1.058022710916231,0.7298472674492429,NNP,Low_RE_Cost,v6.2jedi_low
CO,0.1722344643687832,0.6167173004941154,0.5039663336925229,0.738180379828816,0.46266296667793205,NNP,Low_RE_Cost,v6.2jedi_low
CT,0.10584260848721636,0.8478391006858856,0.8246376744041805,0.7015029111450344,0.5930460105455431,NNP,Low_RE_Cost,v6.2jedi_low
DE,3.8514203497491173,2.5720785971488946,1.7891959685315821,1.5436768295082839,0.6814391817022609,NNP,Low_RE_Cost,v6.2jedi_low
FL,1.0078311120450647,1.8353330249335034,1.6714793766923994,1.2558271490006434,0.6822268927496945,NNP,Low_RE_Cost,v6.2jedi_low
GA,1.6647883601766633,1.3863336630430023,1.3683851458282905,0.9011149128523269,0.7254891380877939,NNP,Low_RE_Cost,v6.2jedi_low
IA,1.434466174457841,1.4506605696620312,1.3553843883363725,1.191585602359441,0.9208038951392595,NNP,Low_RE_Cost,v6.2jedi_low
ID,1.1199524935672192,0.9698695650765837,1.0501662479115308,0.84768424953554,0.7842100519458726,NNP,Low_RE_Cost,v6.2jedi_low
IL,0.43069631699442207,0.8281299101024776,0.9997831236470184,0.8234854176571118,0.6371457427645111,NNP,Low_RE_Cost,v6.2jedi_low
IN,0.3532579357936994,0.7919535657294993,1.3148411899968124,0.7248025246930369,0.31221823392603204,NNP,Low_RE_Cost,v6.2jedi_low
KS,1.4511790088173462,1.0942255606837157,1.134491173590481,0.7406624138094857,0.5342146792366764,NNP,Low_RE_Cost,v6.2jedi_low
KY,0.7324146235455309,1.184447481749146,1.6303841826720562,1.2062100235993423,0.7847992821352904,NNP,Low_RE_Cost,v6.2jedi_low
LA,0.6424361252014598,0.8438393856226877,0.9166703783273328,0.7905646449421431,0.7044946522248381,NNP,Low_RE_Cost,v6.2jedi_low
MA,0.825539478604303,0.6365842251046072,0.2864418202728739,0.08487757496870632,-0.1600440219558431,NNP,Low_RE_Cost,v6.2jedi_low
MD,0.598694554783945,0.5992086514941005,0.5736553737762297,0.3649243748235643,0.2666746699651608,NNP,Low_RE_Cost,v6.2jedi_low
ME,1.0209303993483183,0.6822383285306775,0.5450939765192189,0.37608304150579663,0.06287371811675999,NNP,Low_RE_Cost,v6.2jedi_low
MI,1.2360232031539828,1.27281402759161,1.4780237237285452,1.0107010432186674,0.831757030088855,NNP,Low_RE_Cost,v6.2jedi_low
MN,1.1408254813921528,1.066270302868626,0.9897950901363931,0.8466124947353014,0.6523179326222697,NNP,Low_RE_Cost,v6.2jedi_low
MO,2.058432800467931,1.1732096557135638,1.2498656122241292,0.9212564540050934,0.6835217551167108,NNP,Low_RE_Cost,v6.2jedi_low
MS,0.7027033787062169,2.5685786632097454,2.3306649952294487,1.2591510329840998,0.7578465123039526,NNP,Low_RE_Cost,v6.2jedi_low
MT,0.1681056302843503,0.4128132568080488,0.4750866379809859,0.5469718075914196,0.3842974122197349,NNP,Low_RE_Cost,v6.2jedi_low
NC,1.5257555320174832,1.1058493609120943,1.151626591555003,0.8690920208667201,0.7200098118740077,NNP,Low_RE_Cost,v6.2jedi_low
ND,-0.1119836479843021,0.7561087664278043,1.180927689541389,0.8473282857464371,0.6962666566855171,NNP,Low_RE_Cost,v6.2jedi_low
NE,1.7908680180123973,1.5909285266762487,1.2952391551691211,0.8735206731293704,0.38945233979548183,NNP,Low_RE_Cost,v6.2jedi_low
NH,2.11184713621516,1.5834664084307015,1.7768399152534167,0.9406553995073645,0.6832191919582568,NNP,Low_RE_Cost,v6.2jedi_low
NJ,0.6276972119392626,0.4781990288757971,0.18709329936555938,0.10117055261399467,-0.026486238794560805,NNP,Low_RE_Cost,v6.2jedi_low
NM,0.08992024143347517,1.1254986301626517,1.440765530581567,1.1292936689036401,0.8407522471216505,NNP,Low_RE_Cost,v6.2jedi_low
NV,0.37026229950456646,0.8628518415819497,0.6359678623174915,0.9302781779040474,0.8315339056728484,NNP,Low_RE_Cost,v6.2jedi_low
NY,0.8214831120356707,0.7160489548679857,0.5095045674530146,0.24529583046736955,-0.03680753387800956,NNP,Low_RE_Cost,v6.2jedi_low
OH,1.1160079794192943,1.4470423487817958,1.8984271119619143,1.1598588725909695,0.8535790292617494,NNP,Low_RE_Cost,v6.2jedi_low
OK,0.43070434338905994,1.0639874326297685,0.7188171965841252,0.9759963916114264,0.736045262911307,NNP,Low_RE_Cost,v6.2jedi_low
OR,4.229712117854253,2.505478539698805,2.498985264570289,1.364993579659001,1.0719665987678666,NNP,Low_RE_Cost,v6.2jedi_low
PA,0.5067263707991725,0.6885580197104407,0.8558711102287926,0.6971753292652809,0.6074862684073445,NNP,Low_RE_Cost,v6.2jedi_low
RI,0.11419807577924414,-0.03802423110472053,-0.1749943179222123,-0.232362682873868,-0.2864721054052446,NNP,Low_RE_Cost,v6.2jedi_low
SC,1.7189757588584424,2.4699626772818233,1.9893457436065418,1.2574656960379933,0.8448720159845501,NNP,Low_RE_Cost,v6.2jedi_low
SD,2.299149401738471,1.6238958698946875,1.427219054612424,1.224296730978083,0.9932103565123697,NNP,Low_RE_Cost,v6.2jedi_low
TN,0.8757351787578596,0.7811871673952927,0.9016766500047394,0.6897390861798554,0.6187956887430809,NNP,Low_RE_Cost,v6.2jedi_low
TX,0.3546115528486345,1.119468006047695,1.122472867379746,0.9323477143992459,0.7071801967010135,NNP,Low_RE_Cost,v6.2jedi_low
UT,0.19488023402075877,0.32771048594908436,0.6134295550951419,0.4389142256495679,0.33381165470148405,NNP,Low_RE_Cost,v6.2jedi_low
VA,1.0936543553550029,0.4388049135694596,0.5450018841708373,0.24558621605482253,0.04451502007245138,NNP,Low_RE_Cost,v6.2jedi_low
VT,0.9522128805243685,0.9986059594551893,1.0493653357640074,0.8249557624216144,0.6970824076340103,NNP,Low_RE_Cost,v6.2jedi_low
WA,1.5330078708489285,1.1520236912775481,1.0781297069267457,0.8693921730700435,0.7751850726926228,NNP,Low_RE_Cost,v6.2jedi_low
WI,1.7340502946641516,1.088503543105346,1.1678160767231576,0.77744660717413,0.5707280791206566,NNP,Low_RE_Cost,v6.2jedi_low
WV,0.05706604311168077,0.38995077781289217,0.7398107116559721,0.28978159069955756,0.12584762260634905,NNP,Low_RE_Cost,v6.2jedi_low
WY,-0.14590759054728292,-0.146864539157454,-0.15193728314769195,-0.08222008173967593,-0.04799602976691992,NNP,Low_RE_Cost,v6.2jedi_low
AL,0.8007062345121342,0.5419539149368453,0.7574261360955887,0.6197770776675802,0.48648696029157135,NNP,Low_RE_Cost,v6.2nei_mid
AR,1.3487776958480062,1.0582995142201292,1.31314198070624,0.9331054662759056,0.7383143453213182,NNP,Low_RE_Cost,v6.2nei_mid
AZ,0.9543290859611939,1.0229692996013415,1.1324807742751173,0.8966312552467933,0.6957039810707301,NNP,Low_RE_Cost,v6.2nei_mid
CA,1.284051478421522,1.3243436395835206,1.3896363220754864,1.1130553998615074,0.8408923949307754,NNP,Low_RE_Cost,v6.2nei_mid
CO,0.18060477409808884,0.6432717990815746,0.5912619688228763,0.7394288514423889,0.4413240192475485,NNP,Low_RE_Cost,v6.2nei_mid
CT,0.4068445380377802,0.745188407353027,0.7745918305182034,0.6930757106050677,0.570954235449123,NNP,Low_RE_Cost,v6.2nei_mid
DE,3.856247065883303,2.5760750637724357,1.7907517561731743,1.544669804578671,0.6814434475510711,NNP,Low_RE_Cost,v6.2nei_mid
FL,0.807343974763646,1.608772569691371,1.6170419119711823,1.2924228119492245,0.6832369036417929,NNP,Low_RE_Cost,v6.2nei_mid
GA,0.8775545336447458,1.047328113873133,1.1382587773822894,0.8925684142333723,0.7287137563509365,NNP,Low_RE_Cost,v6.2nei_mid
IA,1.4283766114590182,1.4423080934255499,1.340294765047003,1.1688826591864023,0.8967378688360247,NNP,Low_RE_Cost,v6.2nei_mid
ID,1.1531335222254404,1.0017309732582425,1.0734463211408511,0.8617969067900091,0.7922357115292054,NNP,Low_RE_Cost,v6.2nei_mid
IL,0.48685505064701873,0.7504034901383964,0.9058850237746262,0.7936017894805139,0.6049304832597773,NNP,Low_RE_Cost,v6.2nei_mid
IN,0.30015296527557384,0.7254731801583335,1.108069651826088,0.6788733792834285,0.30808491624918444,NNP,Low_RE_Cost,v6.2nei_mid
KS,0.9907491619856846,0.9200299007054027,0.9565739978263325,0.6948073935808943,0.4929821419802198,NNP,Low_RE_Cost,v6.2nei_mid
KY,0.7290507391717794,1.1780345961313199,1.6204041515317005,1.198227295862495,0.7807689298209554,NNP,Low_RE_Cost,v6.2nei_mid
LA,0.6279148183567026,0.7907992335550369,0.8858081709684814,0.7923538249235388,0.6994399372402758,NNP,Low_RE_Cost,v6.2nei_mid
MA,0.8229280058214847,0.6384855150004791,0.2757798245435437,0.08248599042953572,-0.16062984424799773,NNP,Low_RE_Cost,v6.2nei_mid
MD,0.6059520591751011,0.6027207333028018,0.5699677769286347,0.3651611092886367,0.2457710263758159,NNP,Low_RE_Cost,v6.2nei_mid
ME,1.038402519111522,0.6822694631727162,0.5344982606659071,0.372855527478448,0.06053108182630393,NNP,Low_RE_Cost,v6.2nei_mid
MI,0.8888540353285385,1.0364900230620027,1.2709459952599869,1.0029720301278562,0.835838045974932,NNP,Low_RE_Cost,v6.2nei_mid
MN,0.8245955318711937,0.935318079847133,0.9180800016490941,0.8240156848063113,0.6263407964118076,NNP,Low_RE_Cost,v6.2nei_mid
MO,1.3596655084684297,1.0117544947444947,1.1257582356784575,0.8737165265965257,0.6526384192703913,NNP,Low_RE_Cost,v6.2nei_mid
MS,0.6550957940402253,1.9108515576210996,2.0207953122784623,1.2560603895270086,0.7462058649100259,NNP,Low_RE_Cost,v6.2nei_mid
MT,0.16504358101211292,0.4268035646020624,0.5049464129216134,0.5476078071901124,0.3793510114594967,NNP,Low_RE_Cost,v6.2nei_mid
NC,0.9061768546455397,0.9664189640899494,1.0797563574311044,0.884468675058769,0.7220638545164347,NNP,Low_RE_Cost,v6.2nei_mid
ND,-0.13025918471251066,0.6729415606141486,1.0212932390128302,0.7832351665987868,0.6709064994502612,NNP,Low_RE_Cost,v6.2nei_mid
NE,1.493561116759396,1.4403774631604396,1.3536884555624238,1.0985070549531386,0.7594518387536818,NNP,Low_RE_Cost,v6.2nei_mid
NH,0.8873856603473033,1.0435906549563658,1.38196779642683,0.8964198206267278,0.6629702195080265,NNP,Low_RE_Cost,v6.2nei_mid
NJ,0.6202594870198271,0.5187012879180716,0.21561299056757963,0.09507123845232918,-0.0582882271429206,NNP,Low_RE_Cost,v6.2nei_mid
NM,0.06951405848963253,1.026866428272544,1.3100704261710607,1.0551922998109393,0.7898930488888829,NNP,Low_RE_Cost,v6.2nei_mid
NV,0.49129185222979377,0.9658745491035376,0.7720282177784349,0.9838259924734652,0.803058947555277,NNP,Low_RE_Cost,v6.2nei_mid
NY,0.667120299803439,0.6408442495595624,0.439073727741618,0.24491104395346333,-0.049508262122521504,NNP,Low_RE_Cost,v6.2nei_mid
OH,0.9954512480681491,1.308655822572072,1.815996016323802,1.1772912253680632,0.866718584996775,NNP,Low_RE_Cost,v6.2nei_mid
OK,0.4433247508698824,1.1147683927223935,0.8041320700140662,0.9670185721566459,0.7021180479671719,NNP,Low_RE_Cost,v6.2nei_mid
OR,3.5204955723710447,2.1854284535523436,2.0549288153903613,1.2751096913573956,1.0793169051271982,NNP,Low_RE_Cost,v6.2nei_mid
PA,0.5247137772104615,0.673412421331195,0.8179818101869805,0.6888991001382692,0.585761415964364,NNP,Low_RE_Cost,v6.2nei_mid
RI,0.11409400687127344,-0.038140656497058105,-0.175053146457556,-0.23242276697849681,-0.28649675933897323,NNP,Low_RE_Cost,v6.2nei_mid
SC,0.8750960466792357,1.595202453411547,1.779304398596341,1.3486301003291605,0.9108320195005083,NNP,Low_RE_Cost,v6.2nei_mid
SD,2.0938860032182576,1.4853997292902343,1.2832777496914332,1.152257811162481,0.9576663551908059,NNP,Low_RE_Cost,v6.2nei_mid
TN,0.6749241909745716,0.7181743638349178,0.862878143632205,0.684460699917561,0.5917533780534587,NNP,Low_RE_Cost,v6.2nei_mid
TX,0.37863616037141495,1.05594216564735,1.0943173122475918,0.9229003336782327,0.6925603809617698,NNP,Low_RE_Cost,v6.2nei_mid
UT,0.22674548278440065,0.38685308574637656,0.6876537378620572,0.5008916891849053,0.3797743595608249,NNP,Low_RE_Cost,v6.2nei_mid
VA,0.765571553538258,0.43326094142477184,0.47215905969459565,0.23024651732923201,7.941976248318822e-05,NNP,Low_RE_Cost,v6.2nei_mid
VT,0.9143822390196727,0.9639052810554432,1.0174509358496733,0.8437087421504293,0.7331784214599096,NNP,Low_RE_Cost,v6.2nei_mid
WA,1.0871730345582276,1.0113097053887745,0.9743147586240067,0.8447725244395393,0.7735556808884452,NNP,Low_RE_Cost,v6.2nei_mid
WI,1.0364994050095828,0.9389214907114438,1.0390344647861551,0.7542575421492574,0.5509406152690064,NNP,Low_RE_Cost,v6.2nei_mid
WV,0.02882716601110157,0.30940237083827643,0.6546869216398737,0.24793537309381666,0.11852519862410925,NNP,Low_RE_Cost,v6.2nei_mid
WY,-0.1452803077126918,-0.1443683628733246,-0.1383191444372485,-0.08609234174251267,-0.05877198287071416,NNP,Low_RE_Cost,v6.2nei_mid
AL,0.8222342292575486,0.556933159803898,0.8080017499519857,0.6283818664004056,0.4866890791211488,NNP,Low_RE_Cost,v6.2nei_low
AR,1.439151504781298,1.1223089418489047,1.4233235899096042,0.9699137722428686,0.7501082737324927,NNP,Low_RE_Cost,v6.2nei_low
