state,max_scenario,max_analysis,max_value,min_scenario,min_analysis,min_value,std,mean,mid_value,diff,majority
OK,High_RE_Cost,v6.2jedi_low,1.068930387921314,Low_NG_Price,v6.2jedi_high,0.5893620664057296,0.10352251579843796,0.7486850808694906,0.8300959342673678,0,1.0
TX,Electrification_EnhancedFlex,v6.2jedi_low,0.8971593456600124,Low_Everything,v6.2jedi_high,0.6789264723655668,0.056851586367982355,0.7488038015236792,0.7388951594558991,0,1.0
MN,Electrification,v6.2jedi_low,0.8084067488133451,Low_Demand_Growth,v6.2jedi_low,0.5683081775035497,0.06063453956765852,0.6433414326736661,0.5981338341904605,0,1.0
IA,PTC_ITC_Ext,v6.2jedi_low,1.145793727523332,High_RE_Cost,v6.2jedi_low,0.4287875433405175,0.1523512572644547,0.8393411194653381,0.8002934974880267,0,1.0
MO,Electrification,v6.2jedi_low,1.0982092345106909,Low_NG_Price,v6.2jedi_low,0.6234827042494012,0.11358747348023178,0.7475998385396235,0.7550874052829041,0,1.0
AR,Low_NG_Price,v6.2jedi_low,0.8614592878084492,Low_Demand_Growth,v6.2jedi_mid,0.6266166438556373,0.06441082834083933,0.7496270963825489,0.7280531205282275,0,1.0
LA,Electrification_EnhancedFlex,v6.2jedi_mid,1.059159696707336,High_NG_Price,v6.2jedi_high,0.6801120100555558,0.10845961571443376,0.9142484856538776,0.9663162603767476,0,1.0
WI,Electrification,v6.2jedi_high,1.0524174108729136,Low_Everything,v6.2jedi_mid,0.5509139975569405,0.12374482598996847,0.7648035154556604,0.7636295602864627,0,1.0
IL,Electrification,v6.2jedi_low,0.8121227173252861,High_NG_Price,v6.2jedi_high,0.5678635727671584,0.06943176045226578,0.6827994865226925,0.6657931920921893,0,1.0
IN,Low_NG_Price,v6.2jedi_high,1.0060669310155246,Low_RE_Cost,v6.2jedi_high,0.30626971327241365,0.18661803752275946,0.7270712419129071,0.8410869763557456,0,1.0
KY,Electrification,v6.2jedi_mid,1.2187751656598909,High_NG_Price,v6.2jedi_high,0.6590489908705043,0.1334409746891441,0.9668206461654408,0.9827905627304488,0,1.0
TN,Electrification,v6.2jedi_high,0.9145673920328102,Low_RE_Cost,v6.2jedi_high,0.618760803634015,0.07008240558907929,0.6991460494368263,0.6770872433461025,0,1.0
MS,High_NG_Price,v6.2jedi_low,0.980354193712917,Low_NG_Price,v6.2jedi_mid,0.4582722011441986,0.13251413706722084,0.5771876558843465,0.4951202954122315,0,1.0
MI,Electrification,v6.2jedi_low,0.9684053476308544,Low_Demand_Growth,v6.2jedi_low,0.6817403554722978,0.08784204919219268,0.7589659156028996,0.7017630296559889,0,1.0
OH,Electrification,v6.2jedi_high,1.0835581815220283,High_NG_Price,v6.2jedi_high,0.6378557308503738,0.10087125568820249,0.8870455735301551,0.8793586295498343,0,1.0
WV,High_NG_Price,v6.2jedi_low,0.5650659181340372,Low_NG_Price,v6.2jedi_high,-0.1392662278108836,0.2116961127527367,0.1615924093807008,0.027860130115089476,1,0.75
NC,Electrification,v6.2jedi_high,1.0045124222946344,Low_RE_Cost,v6.2jedi_low,0.7200098118740077,0.07170262843923228,0.8097119864682009,0.7809685598940942,0,1.0
AL,Electrification_EnhancedFlex,v6.2jedi_mid,0.6238971535203901,Low_RE_Cost,v6.2jedi_high,0.5241634792077321,0.028444213178562692,0.5727678610498601,0.5711525712175378,0,1.0
PA,Electrification,v6.2jedi_mid,0.8755258607353944,High_NG_Price,v6.2jedi_high,0.5351388512661422,0.07701260932256968,0.6990297168813768,0.6905842095508741,0,1.0
VA,Electrification,v6.2jedi_low,0.05916002944335744,High_RE_Cost,v6.2jedi_mid,0.026025864269920512,0.01000739681888423,0.03817123447320638,0.0298846324913223,0,1.0
SC,Electrification,v6.2jedi_high,0.8816928126370127,Low_Trans,v6.2jedi_low,0.7223887903069277,0.04354960747809834,0.8001468835697398,0.7914452272156103,0,1.0
GA,Electrification,v6.2jedi_high,0.8082551053591789,PTC_ITC_Ext,v6.2jedi_high,0.6617864332159608,0.034828553554314856,0.7161685379197383,0.7115504026568243,0,1.0
VT,Electrification,v6.2jedi_mid,1.6166452445164714,High_RE_Cost,v6.2jedi_mid,0.5605521258028888,0.2915650069968457,0.8796646331869175,0.9882214750354754,0,1.0
NY,Electrification,v6.2jedi_low,0.025506657770086164,Low_Demand_Growth,v6.2jedi_high,-0.0453555735083008,0.018992565768810147,-0.029915444326375357,-0.036408087831975064,1,0.875
NJ,Electrification_EnhancedFlex,v6.2jedi_low,-0.01864804520133464,High_Trans,v6.2jedi_high,-0.031350347978577636,0.0032004001025918104,-0.027165068288614678,-0.027794354065587338,0,1.0
MD,Electrification,v6.2jedi_low,0.3814029068365625,High_NG_Price,v6.2jedi_high,0.1340796622492285,0.06083415996902609,0.2793844926147114,0.26336171886745385,0,1.0
FL,Electrification,v6.2jedi_high,0.8385237957875904,Low_Everything,v6.2jedi_low,0.6616891528582958,0.050673648089998455,0.7107241052048093,0.6949267361839548,0,1.0
NH,Electrification_EnhancedFlex,v6.2jedi_low,0.8669085665222392,Low_Everything,v6.2jedi_high,0.6453552355785709,0.061936147764055684,0.7145880455092476,0.7139671191159239,0,1.0
MA,Electrification,v6.2jedi_low,-0.11834191944621401,Low_Demand_Growth,v6.2jedi_mid,-0.17327008178038558,0.012867425927024828,-0.1564163426187672,-0.16368481211078556,0,1.0
CT,Electrification,v6.2jedi_high,0.7060231257561069,Low_Demand_Growth,v6.2jedi_low,0.5710948562276005,0.03807862235559529,0.6075464631514976,0.5931906715359929,0,1.0
DE,Electrification,v6.2jedi_high,1.652544534824228,Low_Trans,v6.2jedi_high,0.4842555515248455,0.32336664125128595,0.7322448142606613,0.5891512298691768,0,1.0
ME,Electrification_EnhancedFlex,v6.2jedi_low,0.846657553145345,Low_Everything,v6.2jedi_high,0.04208370667576832,0.22881555839512258,0.4478168964748364,0.4828248670350042,0,1.0
RI,Electrification,v6.2jedi_low,-0.2760925241034517,High_NG_Price,v6.2jedi_high,-0.2962865461931657,0.00415631491614014,-0.28500244627709054,-0.2862232890405189,0,1.0
