state,max_scenario,max_analysis,max_value,min_scenario,min_analysis,min_value,std,mean,mid_value,diff,majority
AR,High_Demand_Growth,v6.2jedi_low,1.1201047908191706,Low_Demand_Growth,v6.2jedi_mid,0.7130287824893172,0.09593808402377628,0.892954822279539,0.8512622749833809,0,1.0
LA,Electrification_EnhancedFlex,v6.2jedi_mid,1.2715005051698196,Low_Everything,v6.2jedi_mid,0.6515021668726519,0.15530619153008393,0.9159371428909169,0.9278110198936804,0,1.0
WI,Electrification,v6.2jedi_high,1.4579098051211108,Low_Everything,v6.2jedi_mid,0.6618288955963747,0.20410629636892602,0.967959297824973,0.9843872930185372,0,1.0
IL,Electrification,v6.2jedi_low,0.9956096617907444,Low_Demand_Growth,v6.2jedi_high,0.6717295909315983,0.09521975120110303,0.790513710603514,0.7263429778871066,0,1.0
IN,Electrification_EnhancedFlex,v6.2jedi_low,1.2625646762442757,High_RE_Cost,v6.2jedi_low,0.6529146300823105,0.15039156807857096,0.8706904475505105,0.9606744656359056,0,1.0
KY,Electrification,v6.2jedi_low,1.6762820257310298,High_NG_Price,v6.2jedi_high,0.7859374689656627,0.19486149203118847,1.2618443924297513,1.254608284823712,0,1.0
TN,Electrification,v6.2jedi_low,0.9992842974408209,Low_RE_Cost,v6.2jedi_high,0.6885859051132376,0.07022019643112004,0.7747605676537193,0.7809569355849191,0,1.0
MS,High_NG_Price,v6.2jedi_low,1.7135554457457114,Low_NG_Price,v6.2jedi_mid,0.5061507919723938,0.3096062910946015,0.8219882284225989,0.6562872112274784,0,1.0
MI,Electrification,v6.2jedi_low,1.2963809941116549,Low_NG_Price,v6.2jedi_low,0.7053006472342153,0.18598278588280387,0.8633332409978492,0.7324270051939044,0,1.0
OH,Electrification,v6.2jedi_high,1.4808728904168378,High_NG_Price,v6.2jedi_high,0.8038131074776829,0.1612931660033217,1.12102079378853,1.1115127765713262,0,1.0
WV,High_NG_Price,v6.2jedi_mid,0.8701327811989161,Low_NG_Price,v6.2jedi_low,0.008698618080161553,0.26027426879088134,0.33322030036107303,0.1637653891421509,0,1.0
NC,Electrification,v6.2jedi_high,1.4320239320254542,Low_Demand_Growth,v6.2jedi_low,0.8636015173286008,0.1588468910240092,0.970488278811075,0.9075700393667652,0,1.0
AL,Electrification_EnhancedFlex,v6.2jedi_mid,0.8276441085870925,Reduced_RE_Resource,v6.2jedi_mid,0.5356606744449749,0.0837002760841084,0.6248027299012265,0.5844400561934073,0,1.0
PA,Electrification,v6.2jedi_low,1.1166113440273084,High_NG_Price,v6.2jedi_high,0.5308098765247554,0.12130704049690832,0.8197972128231289,0.8028926055154999,0,1.0
VA,Electrification,v6.2jedi_low,0.3262208545267908,Low_Demand_Growth,v6.2jedi_mid,0.2003809823473096,0.0378665592625439,0.23805160627270971,0.21347329163921605,0,1.0
SC,Low_RE_Cost,v6.2jedi_high,1.2613929669073374,Low_Trans,v6.2jedi_mid,0.8366377175064865,0.13056417678449464,1.063889486423456,1.0232112324308995,0,1.0
GA,Electrification,v6.2jedi_high,1.066362078315798,PTC_ITC_Ext,v6.2jedi_low,0.7058549406962686,0.095236091825742,0.8116102319837406,0.7688680489134402,0,1.0
VT,Electrification,v6.2jedi_mid,1.6244080756708508,High_RE_Cost,v6.2jedi_low,0.6583445870057749,0.2870581839010446,1.0062532336788463,1.052074402275856,0,1.0
NY,Electrification,v6.2jedi_low,0.4212682087076524,PTC_ITC_Ext,v6.2jedi_high,0.19236867543737496,0.06346759547477696,0.24633605448260362,0.22148580365078668,0,1.0
NJ,Electrification_EnhancedFlex,v6.2jedi_low,0.13032337038331074,High_Trans,v6.2jedi_high,0.08480335733221221,0.011855981032640869,0.0990629888033151,0.0962976402698648,0,1.0
MD,Electrification,v6.2jedi_high,0.6025049496553706,Low_Demand_Growth,v6.2jedi_high,0.29746284166463755,0.08444186552481518,0.40048678570454993,0.3699268882079488,0,1.0
FL,Electrification_EnhancedFlex,v6.2jedi_high,1.5697872095134429,High_RE_Cost,v6.2jedi_low,0.9373443004515072,0.18910933441058148,1.1574815467193134,1.0555033506830709,0,1.0
NH,Electrification,v6.2jedi_low,1.211243684036314,High_RE_Cost,v6.2jedi_high,0.6760199316369577,0.1418040972429759,0.8492137761347385,0.7962543006271638,0,1.0
MA,Electrification,v6.2jedi_low,0.1961933866882241,Low_Demand_Growth,v6.2jedi_low,0.016573382121957195,0.050790155082759,0.06529569207542851,0.03731756546097882,0,1.0
CT,Electrification,v6.2jedi_high,0.9170194637729108,Low_Demand_Growth,v6.2jedi_low,0.6549540974866336,0.07523575085816096,0.7300753408320353,0.7016592074431764,0,1.0
DE,Electrification_EnhancedFlex,v6.2jedi_high,4.837325374438004,Low_Trans,v6.2jedi_low,0.6913805937467831,1.2443903484793315,1.760726469575265,1.1515956927765931,0,1.0
ME,Electrification_EnhancedFlex,v6.2jedi_low,1.0687223068881604,Low_Everything,v6.2jedi_low,0.3407959247852266,0.18415851795468727,0.6515266463107067,0.6454954256669676,0,1.0
RI,Electrification,v6.2jedi_low,-0.20171588936647866,High_NG_Price,v6.2jedi_high,-0.24338473719886786,0.011081186008624922,-0.23231806143448416,-0.23879702599566024,0,1.0
