i,state,Agriculture,Mining,Construction,Manufacturing,Fabricated Metals,Machinery,Electrical Equipment,TCPU,Wholesale Trade,Retail Trade,FIRE,Misc. Services,Professional Services,Government
2022,AL,0.9207113935791653,2798.9177153108526,0.0,72.85704817733883,0.001154924410456597,239.82714455760345,116.09764793422129,7037.334700542425,483.8824036915644,145.69135347019085,1150.575035472318,296.5265603208978,2949.972621959336,10.41980424173972
2022,AR,1.465985278188006,3.1406584200015275,0.0,35.34031885655803,0.0006355872133667979,105.36459386233932,50.388294292859015,2269.890107420925,156.68730443630426,79.50848727636033,627.1949719357344,187.9056508602799,1087.2928588599164,6.624300052635622
2022,AZ,3.097008564359764,0.02402969524329379,122.62036155300413,54.15807979958105,24.287990857460724,186.94823073058924,217.48116843436222,3968.050525654304,330.4768529404481,140.34860659524236,1123.8733234219744,290.60016913907435,2242.7183978568905,23.619372246638612
2022,CA,65.06942722355447,188.41683142095422,0.0,308.8747259053948,101.63844195619713,116.90238990887822,1168.8089974767495,14959.360340684818,760.1964266817702,414.23601408337015,2370.925604043456,772.0595527876127,2981.6283318585315,31.809017812022194
2022,CO,4.945551610682089,1144.0107594655028,1.2123115774882447,35.612930001057414,2.7781469747797156,17.86927043650417,98.39622944720162,2907.439294777394,183.1178196968221,180.21424684619936,573.0623530621883,244.8746475569938,439.3068642057342,12.55752033374722
2022,CT,90.71025100148822,0.001650560808355794,0.0,21.452424954202147,0.0005470005673979757,79.5870187921118,42.105643139151965,1228.2644457683766,97.0801119652106,51.703825086627184,162.7373725869616,82.15587840134319,822.9256818736594,12.890959326027623
2022,DE,0.061558292255375444,0.00048243966662631733,0.0,2.331379800246681,0.0004768301795784637,0.9119098018351174,18.32369330982201,258.5726891036961,4.150724400771609,7.3317471721816165,19.41765943964858,8.239042029694222,96.89738035628132,0.21493970330286633
2022,FL,37.017264622668236,838.4913383567285,0.0,130.87053823330962,0.0039225682542708305,235.81536790922934,214.3653180101207,7928.370053171371,371.78656521977365,278.4579107735824,1556.75754848196,554.9972805563656,3654.2489069909743,16.862000656676564
2022,GA,25.46854656512195,0.006238101599038769,0.0,72.14407369563978,0.0013486241665608498,291.8284581816427,144.71697905208822,5548.686520026421,414.6257147961682,196.7393401452769,1170.444757304138,390.9370106181638,3171.653420653148,2.298069980662207
2022,IA,3.250991467256979,0.001249840596982999,0.0,27.97314927596236,0.0006641035243217693,16.18030252917633,16.656883564773693,2438.222261935014,275.8017984007525,369.548850037569,475.15694086419774,401.36961434707297,344.28739031926,27.304519633426587
2022,ID,9.77349333675293,0.004043169195021745,0.0,41.41161598118542,0.0005661994284360248,0.40300924795273435,65.11112836137241,979.7520936998848,165.76675797102652,39.431230246757025,655.6353194537354,98.4401177254198,284.13932118052435,7.065599138292604
2022,IL,1.6183132493384507,3306.8790023739557,1200.035571015703,64.53685352619159,0.0018536107716154535,349.72846116633684,58.219206017411864,10229.444152607042,528.8297970624218,312.3528481519165,1343.4043880569614,479.1044857633105,3287.3895318366517,28.65273471520652
2022,IN,0.6573702297852063,2564.6305529570536,142.76547012617903,40.25448289888834,0.0010434924462481348,54.98457947647312,26.90471046694809,5855.076905262844,203.60239982061032,235.2074172148096,907.5739485304692,374.2355633490477,855.4864544313897,29.17389742094912
2022,KS,2.4886687902372344,4.961903791467273,0.0,21.78067731649416,0.0003901594653476637,71.9279863598336,7.2153819273024284,2135.3482891382437,209.56355162707206,222.3573497293126,487.7522013094433,299.94738429998415,701.6452041011775,18.741049652514764
2022,KY,0.48963243169816045,3642.432559134618,0.0,34.749342708987605,0.00015176256768467894,44.87934086984291,37.382013559141456,5517.40078205237,153.63521340132166,136.06025724640423,757.8250834558189,262.12164636072765,704.9910743325821,8.74525069191778
2022,LA,0.10563221894897547,759.0232274511235,1285.4852082733044,29.254254544519142,0.0004573560783250485,125.7960821273089,16.72467231846813,3538.2805397303405,166.45226730420748,73.24182266536552,822.8024159708956,138.6840379525066,1365.7702640204452,42.50632603981406
2022,MA,21.17410458554352,0.004482851750724285,241.10965035154064,66.82600757571687,12.235845535134347,3.3732781201805815,700.1074072007848,3567.9107949844106,40.39513348761634,47.698348814900235,129.85472343160677,143.89257631712383,3300.2398146314254,14.567965112734425
2022,MD,0.7275720854150599,818.436487802963,73.95406107372081,36.000582466941495,3.9694297572032227,68.44823567705141,321.9391717815005,3557.2836390975713,151.1644843820892,69.92671175409185,345.2550023980491,146.89589783227916,1782.9840493838942,4.809139958881438
2022,ME,0.2958597703339525,0.0006063755532515842,3.75630970012706,11.613014173941517,0.1973681844074905,0.8078466869220414,31.48973153824214,357.5968213441114,52.110178840918195,29.70803518890295,152.47280329845188,42.96190903719439,166.20259108944597,13.301780884087107
2022,MI,15.380281461230334,352.4280215737464,447.4290202117405,51.98514295044933,0.0006905527252146082,192.98692987814619,19.342071057161803,4410.274603292751,284.7729250593991,211.61862428521664,917.2545433885791,384.60790358543875,2020.4182702006242,35.84079887337314
2022,MN,7.559929152575197,0.009446455079857781,0.0,34.53462035476474,0.0019371096500959536,96.39058325640805,81.13753418870175,2700.2112247053988,206.14593104698744,186.4246152473731,517.4295301189138,260.98264070289474,898.0327273822935,16.093357313575137
2022,MO,1.207637100988474,13.567045630246682,0.0,30.1610213760575,0.00040144361976679585,90.30134472130999,25.397842367830073,3595.448743416563,200.6100566124776,195.71182050894242,789.9867584582524,338.2754277760915,1010.2072158036237,11.110047901768352
